01/01/15,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,25,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250002,BOSTON-KENMORE,-5,CO,PPM,0.1,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,28,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,4,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,3,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,6,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,TEMP,C,-4,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,53.9,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,11.6,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,WS,M/S,0.9,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,212,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,35,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1019.7,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.51,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,25.1,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,34,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.67,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,60,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,26,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,39,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,274,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,5.8,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,-3,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,1.2,Massachusetts Dept. of Environmental Protection
01/01/15,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1022.4,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,10,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,16,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,6,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,34,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1013.1,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,3,Massachusetts Dept. of Environmental Protection
02/01/15,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,18,Massachusetts Dept. of Environmental Protection
