01/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,16,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,0,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,21,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,4,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,60,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1014.4,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,3,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,13,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,6,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.34,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,31.2,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,TEMP,C,6,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,WS,M/S,1.5,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,236,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,278,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,59,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,27,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,11,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,16,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.37,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,5,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,2.6,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1015.7,Massachusetts Dept. of Environmental Protection
01/01/16,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,19,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,22,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,3,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,51,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1009.1,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,3,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,16,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,NO,PPB,1,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,28,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,15,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,NO2,PPB,15,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.31,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,15.6,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,TEMP,C,10,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,WS,M/S,3,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,207,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,10,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,196,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,51,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,6,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.38,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,10,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,2.4,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1009.1,Massachusetts Dept. of Environmental Protection
02/01/16,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,15,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,0,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,19,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,4,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,RHUM,PERCENT,38,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,BARPR,MILLIBAR,1005.1,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,SRAD,WATTS/M2,3,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,NOX,PPB,20,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,NO,PPB,3,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,OZONE,PPB,28,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,PM2.5,UG/M3,5,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,NO2,PPB,15,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,CO,PPM,0.25,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,SO2,PPB,1,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,NOY,PPB,20.7,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,TEMP,C,9,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,WS,M/S,2.2,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250042,Boston - Roxbury,-5,WD,DEGREES,263,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,TEMP,C,9,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,WS,M/S,3.5,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,WD,DEGREES,286,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,SRAD,WATTS/M2,0,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,NOX,PPB,16,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,NO,PPB,5,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,PM2.5,UG/M3,4,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,NO2,PPB,12,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,CO,PPM,0.32,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,RHUM,PERCENT,37,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250044,Boston-Von Hillern,-5,BARPR,MILLIBAR,1005.1,Massachusetts Dept. of Environmental Protection
03/01/16,00:00,250250043,Boston - North End,-5,PM2.5,UG/M3,40,Massachusetts Dept. of Environmental Protection
04/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO2,PPB,8,Massachusetts Dept. of Environmental Protection
04/01/16,00:00,250250002,BOSTON-KENMORE,-5,SO2,PPB,0,Massachusetts Dept. of Environmental Protection
04/01/16,00:00,250250002,BOSTON-KENMORE,-5,NOX,PPB,11,Massachusetts Dept. of Environmental Protection
04/01/16,00:00,250250002,BOSTON-KENMORE,-5,NO,PPB,3,Massachusetts Dept. of Environmental Protection
