AQSID,SiteName,Status,EPARegion,Latitude,Longitude,Elevation,GMTOffset,CountryCode,StateName,ValidDate,ValidTime,DataSource,ReportingArea_PipeDelimited,OZONE_AQI,PM10_AQI,PM25_AQI,NO2_AQI,OZONE_Measured,PM10_Measured,PM25_Measured,NO2_Measured,PM25,PM25_Unit,OZONE,OZONE_Unit,NO2,NO2_Unit,CO,CO_Unit,SO2,SO2_Unit,PM10,PM10_Unit
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","09/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","21","","0","0","1","0","","","","","5.4","UG/M3","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","09/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","17","8","0","0","1","1","9.0","PPB","0.3","PPM","4.4","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","09/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","19","","18","12","1","1","1","1","13.0","PPB","0.4","PPM","4.8","UG/M3","0.5","PPB","15.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","09/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","10/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","70","6","0","0","1","1","6.0","PPB","0.3","PPM","20.1","UG/M3","","","","","",""
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","10/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","75","","0","0","1","0","","","","","23.3","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","10/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","10/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","64","8","0","0","1","1","8.0","PPB","","","18.2","UG/M3","0.1","PPB","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","10/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","24","","67","5","1","1","1","1","5.0","PPB","0.2","PPM","19.6","UG/M3","0.3","PPB","23.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","10/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
