DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName,zipCode,zipcode
2023-09-02,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,24,1,Good,2113,02113
2023-09-03,0,EST,Boston,MA,42.36526,-71.05524,OZONE,44,1,Good,2113,02113
2023-09-03,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,34,1,Good,2113,02113
2023-09-04,0,EST,Boston,MA,42.36526,-71.05524,OZONE,35,1,Good,2113,02113
2023-09-04,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,58,2,Moderate,2113,02113
2023-09-05,0,EST,Boston,MA,42.36526,-71.05524,OZONE,33,1,Good,2113,02113
2023-09-05,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,64,2,Moderate,2113,02113
2023-09-06,0,EST,Boston,MA,42.36526,-71.05524,OZONE,39,1,Good,2113,02113
2023-09-06,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,79,2,Moderate,2113,02113
2023-09-07,0,EST,Boston,MA,42.36526,-71.05524,OZONE,47,1,Good,2113,02113
2023-09-07,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,59,2,Moderate,2113,02113
2023-09-08,0,EST,Boston,MA,42.36526,-71.05524,OZONE,43,1,Good,2113,02113
2023-09-08,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,56,2,Moderate,2113,02113
2023-09-09,0,EST,Boston,MA,42.36526,-71.05524,OZONE,38,1,Good,2113,02113
2023-09-09,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,52,2,Moderate,2113,02113
2023-09-10,0,EST,Boston,MA,42.36526,-71.05524,OZONE,13,1,Good,2113,02113
2023-09-10,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,37,1,Good,2113,02113
2023-09-11,0,EST,Boston,MA,42.36526,-71.05524,OZONE,22,1,Good,2113,02113
2023-09-11,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,23,1,Good,2113,02113
2023-09-12,0,EST,Boston,MA,42.36526,-71.05524,OZONE,24,1,Good,2113,02113
2023-09-12,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,16,1,Good,2113,02113
2023-09-13,0,EST,Boston,MA,42.36526,-71.05524,OZONE,37,1,Good,2113,02113
2023-09-13,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,28,1,Good,2113,02113
2023-09-14,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,20,1,Good,2113,02113
2023-09-15,0,EST,Boston,MA,42.36526,-71.05524,OZONE,21,1,Good,2113,02113
2023-09-15,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,16,1,Good,2113,02113
2023-09-16,0,EST,Boston,MA,42.36526,-71.05524,OZONE,25,1,Good,2113,02113
2023-09-16,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,20,1,Good,2113,02113
2023-09-17,0,EST,Boston,MA,42.36526,-71.05524,OZONE,32,1,Good,2113,02113
2023-09-17,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,25,1,Good,2113,02113
2023-09-18,0,EST,Boston,MA,42.36526,-71.05524,OZONE,25,1,Good,2113,02113
2023-09-18,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,23,1,Good,2113,02113
2023-09-19,0,EST,Boston,MA,42.36526,-71.05524,OZONE,28,1,Good,2113,02113
2023-09-19,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,15,1,Good,2113,02113
2023-09-20,0,EST,Boston,MA,42.36526,-71.05524,OZONE,28,1,Good,2113,02113
2023-09-20,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,21,1,Good,2113,02113
2023-09-21,0,EST,Boston,MA,42.36526,-71.05524,OZONE,26,1,Good,2113,02113
2023-09-21,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,24,1,Good,2113,02113
2023-09-22,0,EST,Boston,MA,42.36526,-71.05524,OZONE,24,1,Good,2113,02113
2023-09-22,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,24,1,Good,2113,02113
2023-09-23,0,EST,Boston,MA,42.36526,-71.05524,OZONE,27,1,Good,2113,02113
2023-09-23,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,17,1,Good,2113,02113
2023-09-24,0,EST,Boston,MA,42.36526,-71.05524,OZONE,29,1,Good,2113,02113
2023-09-24,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,25,1,Good,2113,02113
2023-09-25,0,EST,Boston,MA,42.36526,-71.05524,OZONE,19,1,Good,2113,02113
2023-09-25,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,48,1,Good,2113,02113
2023-09-26,0,EST,Boston,MA,42.36526,-71.05524,OZONE,21,1,Good,2113,02113
2023-09-26,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,43,1,Good,2113,02113
2023-09-27,0,EST,Boston,MA,42.36526,-71.05524,OZONE,21,1,Good,2113,02113
2023-09-27,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,27,1,Good,2113,02113
2023-09-28,0,EST,Boston,MA,42.36526,-71.05524,OZONE,25,1,Good,2113,02113
2023-09-28,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,35,1,Good,2113,02113
2023-09-29,0,EST,Boston,MA,42.36526,-71.05524,OZONE,20,1,Good,2113,02113
2023-09-29,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,57,2,Moderate,2113,02113
2023-09-30,0,EST,Boston,MA,42.36526,-71.05524,OZONE,22,1,Good,2113,02113
2023-09-30,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,67,2,Moderate,2113,02113
2023-10-01,0,EST,Boston,MA,42.36526,-71.05524,OZONE,19,1,Good,2113,02113
2023-10-01,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,94,2,Moderate,2113,02113
2023-10-02,0,EST,Boston,MA,42.36526,-71.05524,OZONE,27,1,Good,2113,02113
2023-10-02,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,52,2,Moderate,2113,02113
2023-10-03,0,EST,Boston,MA,42.36526,-71.05524,OZONE,38,1,Good,2113,02113
2023-10-03,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,42,1,Good,2113,02113
2023-10-04,0,EST,Boston,MA,42.36526,-71.05524,OZONE,30,1,Good,2113,02113
2023-10-04,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,55,2,Moderate,2113,02113
2023-10-05,0,EST,Boston,MA,42.36526,-71.05524,OZONE,48,1,Good,2113,02113
2023-10-05,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,52,2,Moderate,2113,02113
2023-10-06,0,EST,Boston,MA,42.36526,-71.05524,OZONE,22,1,Good,2113,02113
2023-10-06,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,28,1,Good,2113,02113
2023-10-07,0,EST,Boston,MA,42.36526,-71.05524,OZONE,30,1,Good,2113,02113
2023-10-07,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,36,1,Good,2113,02113
2023-10-08,0,EST,Boston,MA,42.36526,-71.05524,OZONE,23,1,Good,2113,02113
2023-10-08,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,11,1,Good,2113,02113
2023-10-09,0,EST,Boston,MA,42.36526,-71.05524,OZONE,28,1,Good,2113,02113
2023-10-09,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,15,1,Good,2113,02113
2023-10-10,0,EST,Boston,MA,42.36526,-71.05524,OZONE,28,1,Good,2113,02113
2023-10-10,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,24,1,Good,2113,02113
2023-10-11,0,EST,Boston,MA,42.36526,-71.05524,OZONE,36,1,Good,2113,02113
2023-10-11,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,30,1,Good,2113,02113
2023-10-12,0,EST,Boston,MA,42.36526,-71.05524,OZONE,33,1,Good,2113,02113
2023-10-12,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,26,1,Good,2113,02113
2023-10-13,0,EST,Boston,MA,42.36526,-71.05524,OZONE,21,1,Good,2113,02113
2023-10-13,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,14,1,Good,2113,02113
2023-10-14,0,EST,Boston,MA,42.36526,-71.05524,OZONE,20,1,Good,2113,02113
2023-10-14,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,20,1,Good,2113,02113
2023-10-15,0,EST,Boston,MA,42.36526,-71.05524,OZONE,20,1,Good,2113,02113
2023-10-15,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,16,1,Good,2113,02113
2023-10-16,0,EST,Boston,MA,42.36526,-71.05524,OZONE,17,1,Good,2113,02113
2023-10-16,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,13,1,Good,2113,02113
2023-10-17,0,EST,Boston,MA,42.36526,-71.05524,OZONE,15,1,Good,2113,02113
2023-10-17,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,15,1,Good,2113,02113
2023-10-18,0,EST,Boston,MA,42.36526,-71.05524,OZONE,13,1,Good,2113,02113
2023-10-18,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,21,1,Good,2113,02113
2023-10-19,0,EST,Boston,MA,42.36526,-71.05524,OZONE,29,1,Good,2113,02113
2023-10-19,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,15,1,Good,2113,02113
2023-10-20,0,EST,Boston,MA,42.36526,-71.05524,OZONE,22,1,Good,2113,02113
2023-10-20,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,17,1,Good,2113,02113
2023-10-21,0,EST,Boston,MA,42.36526,-71.05524,OZONE,27,1,Good,2113,02113
2023-10-21,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,14,1,Good,2113,02113
2023-10-22,0,EST,Boston,MA,42.36526,-71.05524,OZONE,16,1,Good,2113,02113
2023-10-22,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,5,1,Good,2113,02113
2023-10-23,0,EST,Boston,MA,42.36526,-71.05524,OZONE,14,1,Good,2113,02113
2023-10-23,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,8,1,Good,2113,02113
2023-10-24,0,EST,Boston,MA,42.36526,-71.05524,OZONE,23,1,Good,2113,02113
2023-10-24,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,18,1,Good,2113,02113
2023-10-25,0,EST,Boston,MA,42.36526,-71.05524,OZONE,5,1,Good,2113,02113
2023-10-25,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,27,1,Good,2113,02113
2023-10-26,0,EST,Boston,MA,42.36526,-71.05524,OZONE,38,1,Good,2113,02113
2023-10-26,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,43,1,Good,2113,02113
2023-10-27,0,EST,Boston,MA,42.36526,-71.05524,OZONE,41,1,Good,2113,02113
2023-10-27,0,EST,Boston,MA,42.36526,-71.05524,PM2.5,52,2,Moderate,2113,02113
2023-01-01,0,EST,Boston,MA,42.36337,-71.06686,OZONE,28,1,Good,2114,02114
2023-01-01,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,16,1,Good,2114,02114
2023-01-01,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-02,0,EST,Boston,MA,42.36337,-71.06686,OZONE,23,1,Good,2114,02114
2023-01-02,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,40,1,Good,2114,02114
2023-01-02,0,EST,Boston,MA,42.36337,-71.06686,PM10,12,1,Good,2114,02114
2023-01-03,0,EST,Boston,MA,42.36337,-71.06686,OZONE,3,1,Good,2114,02114
2023-01-03,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,54,2,Moderate,2114,02114
2023-01-03,0,EST,Boston,MA,42.36337,-71.06686,PM10,16,1,Good,2114,02114
2023-01-04,0,EST,Boston,MA,42.36337,-71.06686,OZONE,19,1,Good,2114,02114
2023-01-04,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,51,2,Moderate,2114,02114
2023-01-04,0,EST,Boston,MA,42.36337,-71.06686,PM10,15,1,Good,2114,02114
2023-01-05,0,EST,Boston,MA,42.36337,-71.06686,OZONE,19,1,Good,2114,02114
2023-01-05,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,15,1,Good,2114,02114
2023-01-05,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-06,0,EST,Boston,MA,42.36337,-71.06686,OZONE,11,1,Good,2114,02114
2023-01-06,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,37,1,Good,2114,02114
2023-01-06,0,EST,Boston,MA,42.36337,-71.06686,PM10,8,1,Good,2114,02114
2023-01-07,0,EST,Boston,MA,42.36337,-71.06686,OZONE,25,1,Good,2114,02114
2023-01-07,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,30,1,Good,2114,02114
2023-01-07,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-01-08,0,EST,Boston,MA,42.36337,-71.06686,OZONE,27,1,Good,2114,02114
2023-01-08,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,25,1,Good,2114,02114
2023-01-08,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-01-09,0,EST,Boston,MA,42.36337,-71.06686,OZONE,19,1,Good,2114,02114
2023-01-09,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,49,1,Good,2114,02114
2023-01-09,0,EST,Boston,MA,42.36337,-71.06686,PM10,16,1,Good,2114,02114
2023-01-10,0,EST,Boston,MA,42.36337,-71.06686,OZONE,29,1,Good,2114,02114
2023-01-10,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,27,1,Good,2114,02114
2023-01-10,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-01-11,0,EST,Boston,MA,42.36337,-71.06686,OZONE,19,1,Good,2114,02114
2023-01-11,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,32,1,Good,2114,02114
2023-01-11,0,EST,Boston,MA,42.36337,-71.06686,PM10,12,1,Good,2114,02114
2023-01-12,0,EST,Boston,MA,42.36337,-71.06686,OZONE,37,1,Good,2114,02114
2023-01-12,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,36,1,Good,2114,02114
2023-01-12,0,EST,Boston,MA,42.36337,-71.06686,PM10,13,1,Good,2114,02114
2023-01-13,0,EST,Boston,MA,42.36337,-71.06686,OZONE,37,1,Good,2114,02114
2023-01-13,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,24,1,Good,2114,02114
2023-01-13,0,EST,Boston,MA,42.36337,-71.06686,PM10,9,1,Good,2114,02114
2023-01-14,0,EST,Boston,MA,42.36337,-71.06686,OZONE,30,1,Good,2114,02114
2023-01-14,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,25,1,Good,2114,02114
2023-01-14,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-15,0,EST,Boston,MA,42.36337,-71.06686,OZONE,34,1,Good,2114,02114
2023-01-15,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,13,1,Good,2114,02114
2023-01-16,0,EST,Boston,MA,42.36337,-71.06686,OZONE,29,1,Good,2114,02114
2023-01-16,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,26,1,Good,2114,02114
2023-01-16,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-17,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-01-17,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,34,1,Good,2114,02114
2023-01-17,0,EST,Boston,MA,42.36337,-71.06686,PM10,14,1,Good,2114,02114
2023-01-18,0,EST,Boston,MA,42.36337,-71.06686,OZONE,12,1,Good,2114,02114
2023-01-18,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,27,1,Good,2114,02114
2023-01-18,0,EST,Boston,MA,42.36337,-71.06686,PM10,9,1,Good,2114,02114
2023-01-19,0,EST,Boston,MA,42.36337,-71.06686,OZONE,30,1,Good,2114,02114
2023-01-19,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,27,1,Good,2114,02114
2023-01-19,0,EST,Boston,MA,42.36337,-71.06686,PM10,10,1,Good,2114,02114
2023-01-20,0,EST,Boston,MA,42.36337,-71.06686,OZONE,25,1,Good,2114,02114
2023-01-20,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,26,1,Good,2114,02114
2023-01-20,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-21,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-01-21,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,28,1,Good,2114,02114
2023-01-21,0,EST,Boston,MA,42.36337,-71.06686,PM10,10,1,Good,2114,02114
2023-01-22,0,EST,Boston,MA,42.36337,-71.06686,OZONE,23,1,Good,2114,02114
2023-01-22,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,44,1,Good,2114,02114
2023-01-22,0,EST,Boston,MA,42.36337,-71.06686,PM10,14,1,Good,2114,02114
2023-01-23,0,EST,Boston,MA,42.36337,-71.06686,OZONE,24,1,Good,2114,02114
2023-01-23,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,28,1,Good,2114,02114
2023-01-23,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-24,0,EST,Boston,MA,42.36337,-71.06686,OZONE,26,1,Good,2114,02114
2023-01-24,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,32,1,Good,2114,02114
2023-01-24,0,EST,Boston,MA,42.36337,-71.06686,PM10,8,1,Good,2114,02114
2023-01-25,0,EST,Boston,MA,42.36337,-71.06686,OZONE,33,1,Good,2114,02114
2023-01-25,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,38,1,Good,2114,02114
2023-01-25,0,EST,Boston,MA,42.36337,-71.06686,PM10,14,1,Good,2114,02114
2023-01-26,0,EST,Boston,MA,42.36337,-71.06686,OZONE,26,1,Good,2114,02114
2023-01-26,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,17,1,Good,2114,02114
2023-01-26,0,EST,Boston,MA,42.36337,-71.06686,PM10,6,1,Good,2114,02114
2023-01-27,0,EST,Boston,MA,42.36337,-71.06686,OZONE,29,1,Good,2114,02114
2023-01-27,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,23,1,Good,2114,02114
2023-01-27,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-01-28,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-01-28,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,38,1,Good,2114,02114
2023-01-28,0,EST,Boston,MA,42.36337,-71.06686,PM10,15,1,Good,2114,02114
2023-01-29,0,EST,Boston,MA,42.36337,-71.06686,OZONE,36,1,Good,2114,02114
2023-01-29,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,40,1,Good,2114,02114
2023-01-29,0,EST,Boston,MA,42.36337,-71.06686,PM10,17,1,Good,2114,02114
2023-01-30,0,EST,Boston,MA,42.36337,-71.06686,OZONE,23,1,Good,2114,02114
2023-01-30,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,44,1,Good,2114,02114
2023-01-30,0,EST,Boston,MA,42.36337,-71.06686,PM10,18,1,Good,2114,02114
2023-01-31,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-01-31,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,28,1,Good,2114,02114
2023-01-31,0,EST,Boston,MA,42.36337,-71.06686,PM10,9,1,Good,2114,02114
2023-02-01,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-02-01,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,22,1,Good,2114,02114
2023-02-01,0,EST,Boston,MA,42.36337,-71.06686,PM10,10,1,Good,2114,02114
2023-02-02,0,EST,Boston,MA,42.36337,-71.06686,OZONE,35,1,Good,2114,02114
2023-02-02,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,39,1,Good,2114,02114
2023-02-02,0,EST,Boston,MA,42.36337,-71.06686,PM10,16,1,Good,2114,02114
2023-02-03,0,EST,Boston,MA,42.36337,-71.06686,OZONE,32,1,Good,2114,02114
2023-02-03,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,28,1,Good,2114,02114
2023-02-03,0,EST,Boston,MA,42.36337,-71.06686,PM10,19,1,Good,2114,02114
2023-02-04,0,EST,Boston,MA,42.36337,-71.06686,OZONE,29,1,Good,2114,02114
2023-02-04,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,20,1,Good,2114,02114
2023-02-04,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-02-05,0,EST,Boston,MA,42.36337,-71.06686,OZONE,36,1,Good,2114,02114
2023-02-05,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,32,1,Good,2114,02114
2023-02-05,0,EST,Boston,MA,42.36337,-71.06686,PM10,17,1,Good,2114,02114
2023-02-06,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-02-06,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,51,2,Moderate,2114,02114
2023-02-06,0,EST,Boston,MA,42.36337,-71.06686,PM10,20,1,Good,2114,02114
2023-02-07,0,EST,Boston,MA,42.36337,-71.06686,OZONE,28,1,Good,2114,02114
2023-02-07,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,29,1,Good,2114,02114
2023-02-07,0,EST,Boston,MA,42.36337,-71.06686,PM10,18,1,Good,2114,02114
2023-02-08,0,EST,Boston,MA,42.36337,-71.06686,OZONE,30,1,Good,2114,02114
2023-02-08,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,52,2,Moderate,2114,02114
2023-02-08,0,EST,Boston,MA,42.36337,-71.06686,PM10,18,1,Good,2114,02114
2023-02-09,0,EST,Boston,MA,42.36337,-71.06686,OZONE,25,1,Good,2114,02114
2023-02-09,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,46,1,Good,2114,02114
2023-02-09,0,EST,Boston,MA,42.36337,-71.06686,PM10,19,1,Good,2114,02114
2023-02-10,0,EST,Boston,MA,42.36337,-71.06686,OZONE,33,1,Good,2114,02114
2023-02-10,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,38,1,Good,2114,02114
2023-02-10,0,EST,Boston,MA,42.36337,-71.06686,PM10,14,1,Good,2114,02114
2023-02-11,0,EST,Boston,MA,42.36337,-71.06686,OZONE,34,1,Good,2114,02114
2023-02-11,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,16,1,Good,2114,02114
2023-02-11,0,EST,Boston,MA,42.36337,-71.06686,PM10,7,1,Good,2114,02114
2023-02-12,0,EST,Boston,MA,42.36337,-71.06686,OZONE,33,1,Good,2114,02114
2023-02-12,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,32,1,Good,2114,02114
2023-02-12,0,EST,Boston,MA,42.36337,-71.06686,PM10,12,1,Good,2114,02114
2023-02-13,0,EST,Boston,MA,42.36337,-71.06686,OZONE,32,1,Good,2114,02114
2023-02-13,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,39,1,Good,2114,02114
2023-02-13,0,EST,Boston,MA,42.36337,-71.06686,PM10,21,1,Good,2114,02114
2023-02-14,0,EST,Boston,MA,42.36337,-71.06686,OZONE,33,1,Good,2114,02114
2023-02-14,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,35,1,Good,2114,02114
2023-02-14,0,EST,Boston,MA,42.36337,-71.06686,PM10,13,1,Good,2114,02114
2023-02-15,0,EST,Boston,MA,42.36337,-71.06686,OZONE,43,1,Good,2114,02114
2023-02-15,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,37,1,Good,2114,02114
2023-02-15,0,EST,Boston,MA,42.36337,-71.06686,PM10,17,1,Good,2114,02114
2023-02-16,0,EST,Boston,MA,42.36337,-71.06686,OZONE,35,1,Good,2114,02114
2023-02-16,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,38,1,Good,2114,02114
2023-02-16,0,EST,Boston,MA,42.36337,-71.06686,PM10,27,1,Good,2114,02114
2023-02-17,0,EST,Boston,MA,42.36337,-71.06686,OZONE,34,1,Good,2114,02114
2023-02-17,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,42,1,Good,2114,02114
2023-02-17,0,EST,Boston,MA,42.36337,-71.06686,PM10,17,1,Good,2114,02114
2023-02-18,0,EST,Boston,MA,42.36337,-71.06686,OZONE,37,1,Good,2114,02114
2023-02-18,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,20,1,Good,2114,02114
2023-02-18,0,EST,Boston,MA,42.36337,-71.06686,PM10,10,1,Good,2114,02114
2023-02-19,0,EST,Boston,MA,42.36337,-71.06686,OZONE,36,1,Good,2114,02114
2023-02-19,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,38,1,Good,2114,02114
2023-02-19,0,EST,Boston,MA,42.36337,-71.06686,PM10,14,1,Good,2114,02114
2023-02-20,0,EST,Boston,MA,42.36337,-71.06686,OZONE,38,1,Good,2114,02114
2023-02-20,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,35,1,Good,2114,02114
2023-02-20,0,EST,Boston,MA,42.36337,-71.06686,PM10,15,1,Good,2114,02114
2023-02-21,0,EST,Boston,MA,42.36337,-71.06686,OZONE,31,1,Good,2114,02114
2023-02-21,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,26,1,Good,2114,02114
2023-02-21,0,EST,Boston,MA,42.36337,-71.06686,PM10,13,1,Good,2114,02114
2023-02-22,0,EST,Boston,MA,42.36337,-71.06686,OZONE,30,1,Good,2114,02114
2023-02-22,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,28,1,Good,2114,02114
2023-02-22,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-02-23,0,EST,Boston,MA,42.36337,-71.06686,OZONE,28,1,Good,2114,02114
2023-02-23,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,34,1,Good,2114,02114
2023-02-23,0,EST,Boston,MA,42.36337,-71.06686,PM10,9,1,Good,2114,02114
2023-02-24,0,EST,Boston,MA,42.36337,-71.06686,OZONE,35,1,Good,2114,02114
2023-02-24,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,35,1,Good,2114,02114
2023-02-24,0,EST,Boston,MA,42.36337,-71.06686,PM10,10,1,Good,2114,02114
2023-02-25,0,EST,Boston,MA,42.36337,-71.06686,OZONE,32,1,Good,2114,02114
2023-02-25,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,28,1,Good,2114,02114
2023-02-25,0,EST,Boston,MA,42.36337,-71.06686,PM10,11,1,Good,2114,02114
2023-02-26,0,EST,Boston,MA,42.36337,-71.06686,OZONE,26,1,Good,2114,02114
2023-02-26,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,66,2,Moderate,2114,02114
2023-02-26,0,EST,Boston,MA,42.36337,-71.06686,PM10,17,1,Good,2114,02114
2023-02-27,0,EST,Boston,MA,42.36337,-71.06686,OZONE,36,1,Good,2114,02114
2023-02-27,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,46,1,Good,2114,02114
2023-02-27,0,EST,Boston,MA,42.36337,-71.06686,PM10,35,1,Good,2114,02114
2023-02-28,0,EST,Boston,MA,42.36337,-71.06686,OZONE,33,1,Good,2114,02114
2023-02-28,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,30,1,Good,2114,02114
2023-02-28,0,EST,Boston,MA,42.36337,-71.06686,PM10,16,1,Good,2114,02114
2023-03-01,0,EST,Boston,MA,42.36337,-71.06686,OZONE,33,1,Good,2114,02114
2023-03-01,0,EST,Boston,MA,42.36337,-71.06686,PM2.5,35,1,Good,2114,02114
