,objectid,muni_id,muni,zo_code,zo_name,zo_usety,zo_abbr,zo_usede,mf_notes,mulfam2,mulfam3_4,mulfam5_19,mulfam20_,minlotsize,mnls_ove,mnls_oven,mnls_calc,mnls_eff,mnls_notes,pctlotcov,plc_spec,plc_ove,plc_oven,plc_calc,plc_eff,plc_notes,plc_esval,lapdu,lapdu_note,lapdu_spec,maxflrs,mxfl_spec,mxfl_calc,mxfl_eff,mxfl_esval,maxheight,mxht_spec,mxht_calc,mxht_eff,mxht_notes,maxdu,mxdu_spec,mxdu_ove,mxdu_oven,mxdu_calc1,sfpdu,mxdu_calc2,mxdu_calc3,mxdu_eff,mxdu_notes,mxdu_esval,dupac,dupac_spec,dupac_ove,dupac_oven,dupac_calc1,dupac_calc2,dupac_calc3,dupac_eff,dupac_notes,dupac_esval,far,far_spec,far_ove,far_oven,far_calc,far_eff,far_esval,far_notes,far_ques,createdby,createddate,editedby,mxht_esval,mnls_esval,mnls_spec,spatialrec
901,1229,164,Lynnfield,164EH,Elderly Housing,3,EH,NA,NA,2,2,2,2,174240,NA,NA,174240,174240,NA,0,NA,NA,NA,1,0,NA,0,174240,NA,NA,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,1,1000,NA,NA,1,NA,0,15,NA,NA,NA,1,NA,0,15,NA,0,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:18am,0,0,NA,4/1/19
902,1230,164,Lynnfield,164GB,General Business,2,GB,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,1,NA,NA,NA,1,1,NA,0,NA,9.99,0,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,3,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,4/1/19
903,1231,164,Lynnfield,164LB,Limited Business,2,LB,"General retail, Restaurant, Neighborhood retail or service establishment",NA,0,0,0,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,1,0,NA,0,NA,9.99,0,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,4/1/19
904,1237,164,Lynnfield,164RB,Residential District,1,RB,NA,NA,0,0,0,0,30000,NA,NA,30000,30000,NA,NA,0,NA,NA,1,1,NA,1,30000,NA,NA,NA,0,5,5,1,50,NA,NA,50,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,999,NA,NA,5,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,4/1/19
905,1238,305,Wakefield,305SSR,Special Single Residence,1,SSR,Single Family,NA,0,0,0,0,20000,NA,NA,NA,20000,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,NA,1000,NA,NA,1,NA,0,NA,NA,NA,NA,3,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,NA,3/3/2020 8:38pm,0,0,NA,2/1/13
906,1240,165,Malden,165C-B,Central Business,2,C-B,Multi-Family - 3-6 stories,NA,1,1,1,1,18750,NA,NA,NA,18750,NA,1,NA,NA,NA,1,1,NA,0,NA,0,0,2,NA,3,2,0,30,NA,20,30,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,2,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,1/1/99
907,1232,164,Lynnfield,164RC,Residential District,1,RC,NA,NA,0,0,0,0,40000,NA,NA,40000,40000,NA,NA,0,NA,NA,1,1,NA,1,40000,NA,NA,NA,0,5,5,1,50,NA,NA,50,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,999,NA,NA,5,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,4/1/19
908,1239,164,Lynnfield,164RD,Residential District,1,RD,NA,NA,0,0,0,0,60000,NA,NA,60000,60000,NA,NA,0,NA,NA,1,1,NA,1,60000,NA,NA,NA,0,5,5,1,50,NA,NA,50,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,999,NA,NA,5,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,4/1/19
909,1302,219,Norwell,219RT3,Route 3 buffer,0,RT3,Not zoned,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,NA,999,NA,NA,NA,NA,999,NA,NA,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/11/2020 10:46am,NA,NA,999,4/1/13
910,1233,164,Lynnfield,164M,Municipal District,2,M,NA,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,"There is no data for this and is non applicable in this instance.Ê Since 0 is a value, the cell should be NULL.Ê Since Excel doesn't do NULL values, it is best to leave it blank.",1,NA,9.99,0,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,3,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,999,4/1/19
911,1234,164,Lynnfield,164OP,Office Park,2,OP,NA,NA,0,0,0,0,120000,NA,NA,NA,120000,NA,0,NA,NA,NA,1,0,NA,0,NA,0,0,3,NA,4,3,0,40,NA,30,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,4/1/19
912,1235,164,Lynnfield,164PVDD-TNVSD, Traditional Neighborhood Village Sub-District,2,PVDD-TNVSD,Planned Village Development District ÔPVDDÕ ,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,"There is no data for this and is non applicable in this instance.Ê Since 0 is a value, the cell should be NULL.Ê Since Excel doesn't do NULL values, it is best to leave it blank.",1,NA,0,0,4,NA,4,4,0,45,NA,40,45,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,4,NA,1,"FAR_NOTES:
FAR_XCEPT: ",James Armstrong,12/31/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,4/1/19
913,1236,164,Lynnfield,164RA,Residential District,1,RA,"In all four residential districts permitted uses; one family detached house, church, parish house recogry or convent. Religious sectarian or dominationalÊ education, public or privateschool, public or nonpprofit library, museum, art gallery or civic cen",NA,0,0,0,0,15000,NA,NA,15000,15000,NA,NA,0,NA,NA,1,1,NA,1,15000,NA,NA,NA,0,5,5,1,50,NA,NA,50,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,3,NA,2,3,NA,1,NA,999,NA,NA,5,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,4/1/19
914,1244,168,Marblehead,168ECR,Expanded Central Residence,1,ECR,single family,NA,0,0,0,0,10000,NA,NA,6000,10000,NA,NA,0,NA,NA,1,1,NA,1,6000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,9,NA,NA,NA,5,NA,4,9,NA,0,NA,-999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/19
915,1245,168,Marblehead,168ESR,Expanded Single Residence,1,ESR,single family,NA,0,0,0,0,35000,NA,NA,35000,35000,NA,NA,0,NA,NA,1,1,NA,1,35000,NA,NA,NA,0,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,1,1000,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,-999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,5/1/19
916,1249,165,Malden,165I,Industrial,2,I,Commercial - Offices,NA,0,0,0,0,10000,NA,NA,NA,10000,NA,1,NA,NA,NA,1,1,NA,0,NA,9.99,0,4,NA,5,4,0,50,NA,40,50,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,4,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,1/1/99
917,1246,165,Malden,165H-B,Highway Business,3,H-B,Multi-Family - 3 and 4 Family,NA,1,1,1,1,18750,NA,NA,NA,18750,NA,1,NA,NA,NA,1,1,NA,0,4688,NA,NA,2,NA,3,2,0,30,NA,20,30,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,3,1000,NA,NA,3,NA,1,29,NA,NA,NA,7,NA,6,29,NA,0,NA,999,NA,NA,2,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:18am,0,0,NA,1/1/99
918,1247,67,Concord,67LB4,Limited Business,3,LB4,Limited Commercial,NA,1,1,1,1,NA,0,NA,NA,0,No MNLS.,NA,0,NA,NA,1,1,NA,1,NA,NA,999,NA,999,3,3,1,35,NA,NA,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,16,NA,4,NA,0,0.35,NA,NA,NA,3,0.35,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/3/2020 5:15pm,0,NA,999,11/1/15
919,1250,168,Marblehead,168B,Business,3,B,two family,NA,2,2,2,2,10000,NA,NA,NA,10000,NA,NA,999,0.04,"The formula used when no PCTLOTCOV is indicated in the bylaw, is rather lengthy.  Basically it takes MINLOTSIZE and subtracts out the required setbacks.  The percentage that is left is the % coverage.",1,0.04,NA,1,5000,NA,NA,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,2,1000,NA,NA,2,NA,1,NA,NA,NA,NA,9,NA,8,9,NA,1,NA,-999,NA,NA,0.12,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:15am,0,0,NA,5/1/19
920,1251,178,Melrose,178BC,Local Business,3,BC,Limited Commercial,NA,1,1,1,1,5000,NA,NA,NA,5000,For any permitted used.,NA,999,NA,NA,1,1,NA,1,1000,"For mixed uses, the minimum lot area shall be increased by 1,000 square feet for each dwelling unit",NA,2,NA,3,2,0,30,NA,20,30,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,5,1000,3.75,NA,5,NA,1,NA,NA,NA,NA,44,33,43,44,NA,1,0.75,NA,NA,NA,2,0.75,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 4:24pm,0,0,NA,3/1/13
921,1254,178,Melrose,178BD,Medical Business,3,BD,Commercial,NA,2,2,2,2,5000,NA,NA,NA,5000,For any permitted used.,NA,999,NA,NA,1,1,NA,1,1000,"For mixed uses, the minimum lot area shall be increased by 1,000 square feet for each dwelling unit",NA,8,NA,8,8,0,80,NA,80,80,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,5,1000,10,NA,5,NA,1,NA,NA,NA,NA,44,88,43,44,NA,1,2,NA,NA,NA,8,2,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 4:24pm,0,0,NA,3/1/13
922,1256,229,Peabody,229DDD,Designated Development District,2,DDD,"R&D, light manufacturing, corporate headquarters, mixed use, medical, office",NA,0,0,0,0,87120,NA,NA,NA,87120,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,NA,6,NA,7,6,0,72,NA,60,72,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,156.816,NA,0,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,1.8,NA,NA,NA,NA,1.8,0,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/11/2020 10:45am,0,0,NA,8/1/13
923,1259,333,Weston,333ORDD,Office & Research and Development Districts,2,ORDD,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,4,4,1,40,NA,NA,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,0.4,NA,NA,NA,4,0.4,0,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,NA,0,8/1/13
924,1260,333,Weston,333RA,Single Family Residence Districts (A),1,RA,NA,NA,0,0,0,0,60000,NA,NA,NA,60000,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,3,3,1,37,NA,NA,37,"MXFL_NOTES: 
MX_HT_NOTES: 37 is for a pitched roof; 32 feet for a flat roof.",1,999,1,NA,NA,1000,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,0,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,8/1/13
925,1261,333,Weston,333RB,Single Family Residence Districts (B),1,RB,NA,NA,0,0,0,0,40000,NA,NA,NA,40000,NA,NA,0,NA,NA,1,1,NA,1,NA,0,0,NA,0,3,3,1,37,NA,NA,37,"MXFL_NOTES: 
MX_HT_NOTES: 37 is for a pitched roof; 32 feet for a flat roof.",1,999,1,NA,NA,1000,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,0,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:08pm,0,0,NA,8/1/13
926,1417,199,Needham,199HAB,Hillside Avenue Business,3,HAB,Planned Residential Developement,NA,1,1,1,1,1.00E+05,NA,NA,NA,1.00E+05,NA,NA,999,NA,NA,1,1,NA,1,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",6,NA,NA,NA,NA,1000,70,NA,6,NA,0,NA,NA,NA,NA,3,31,2,3,NA,1,0.7,NA,NA,NA,2.5,0.7,0,"FAR_NOTES:FAR confirmed. For eating establishments, or any use providing service to patrons while in autos, or any use having gas pumps the maximum floor area ratio shall be 0.35. 
FAR_XCEPT:(eating establishments or gas pumps uses FAR 0.35)",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 4:24pm,0,0,NA,NA
927,1252,165,Malden,165N-B,Neighborhood Business,2,N-B,Two-Family Residential,NA,1,1,1,1,12500,NA,NA,NA,12500,NA,1,NA,NA,NA,1,1,NA,0,NA,0,0,2,NA,3,2,0,30,NA,20,30,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,2,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,1/1/99
928,1253,165,Malden,165R-A,Residence A Districts,1,R-A,Two-Family Residential,NA,2,2,2,2,12500,NA,NA,NA,12500,NA,NA,0,NA,NA,1,1,NA,1,6250,NA,NA,NA,0,3,3,1,30,NA,NA,30,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,2,1000,NA,NA,2,NA,1,6,NA,NA,NA,7,NA,6,6,NA,0,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,0,NA,1/1/99
929,1267,166,Manchester,166LI,Limited  Commercial District,2,LI,light industrial,NA,0,0,0,0,217800,NA,NA,NA,217800,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,NA,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,2.5,0.5,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/11/2020 10:45am,0,0,NA,4/1/13
930,1257,165,Malden,165R-B,Residence B Districts,1,R-B,Two-Family Residential,NA,2,2,2,2,12500,NA,NA,NA,12500,NA,NA,0,NA,NA,1,1,NA,1,6250,NA,NA,NA,0,3,3,1,30,NA,NA,30,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,2,1000,NA,NA,2,NA,1,11,NA,NA,NA,7,NA,6,11,NA,0,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 11:54am,0,0,NA,1/1/99
931,1258,171,Marshfield,171B-4,Business Waterfront,3,B-4,mixed use,NA,0,0,0,0,10000,NA,NA,NA,10000,NA,1,NA,NA,NA,1,1,NA,0,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,NA,NA,NA,1000,NA,NA,1,NA,0,4,NA,NA,NA,5,NA,4,4,NA,0,NA,NA,NA,NA,2.5,NA,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/8/2020 4:28pm,0,0,NA,4/1/13
932,1268,166,Manchester,166ML,Residence District D,1,ML,Two Family,NA,2,1,1,1,6000,NA,NA,NA,6000,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,NA,1000,NA,NA,2,NA,0,NA,NA,NA,NA,15,NA,14,15,NA,1,NA,NA,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,NA,3/3/2020 8:38pm,0,0,NA,4/1/13
933,1269,166,Manchester,166SRA,Single Residence A,1,SRA,single family residential,NA,0,0,0,0,22500,NA,NA,NA,22500,NA,0,NA,NA,NA,1,0,NA,0,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,NA,NA,NA,NA,1000,NA,NA,1,NA,0,NA,NA,NA,NA,2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,NA,3/3/2020 8:38pm,0,0,NA,4/1/13
934,1262,165,Malden,165R-C,Residence C Districts,1,R-C,Two-Family Residential,NA,1,1,1,1,12500,NA,NA,6250,12500,NA,NA,0,NA,NA,1,1,NA,1,6250,NA,NA,NA,0,3,3,1,30,NA,NA,30,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,NA,NA,2,1000,NA,NA,1,NA,0,15,NA,NA,NA,4,NA,3,15,NA,0,NA,999,NA,NA,3,NA,NA,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:11pm,0,0,NA,1/1/99
935,1263,174,Maynard,174CB,Central Business,2,CB,"Retail, Office, Restaurant",NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,999,NA,NA,1,1,NA,1,NA,9.99,999,NA,999,4,4,1,40,NA,NA,40,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,4,NA,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/11/2020 10:45am,0,NA,0,11/1/15
936,1264,165,Malden,165R-O,Residential Office,2,R-O,Two-Family Residential,NA,2,2,2,2,12500,NA,NA,NA,12500,NA,1,NA,NA,NA,1,1,NA,0,NA,0,0,4,NA,5,4,0,50,NA,40,50,"MXFL_NOTES: 
MX_HT_NOTES: ",0,NA,NA,NA,NA,1000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,4,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 5:15pm,0,0,NA,1/1/99
937,1265,165,Malden,165RQ2,Rowe's Quarry Reclamation and Redevelopment District (RQRRD),3,RQ2,Mixed Use,NA,1,1,1,1,40000,NA,NA,NA,40000,NA,NA,999,NA,NA,1,1,"There is no data for this and is non applicable in this instance.Ê Since 0 is a value, the cell should be NULL.Ê Since Excel doesn't do NULL values, it is best to leave it blank.",1,750,0,NA,6,NA,7,6,0,72,NA,60,72,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,53,1000,NA,NA,53,NA,1,50,NA,NA,NA,58,NA,57,50,NA,0,NA,0,NA,NA,6,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,8/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:16am,0,0,NA,1/1/99
938,1266,166,Manchester,166GEN,General,3,GEN,mixed use,NA,2,2,2,2,6000,NA,NA,NA,6000,NA,NA,0,NA,NA,1,1,NA,1,NA,NA,999,2.5,NA,3,2.5,0,35,NA,25,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,14,NA,0,NA,NA,1.33,NA,2.5,1.33,1,"FAR_NOTES:
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,4/1/13
939,1274,185,Milford,185OR,Office Residential,3,OR,"Single family, two family, office, funeral home",NA,2,1,1,1,12000,NA,NA,16000,12000,NA,0,NA,NA,NA,1,0,NA,0,8000,NA,NA,2,NA,3,2,0,35,NA,20,35,"MXFL_NOTES: 
MX_HT_NOTES: ",2,NA,NA,NA,1,1000,NA,NA,2,NA,0,7,NA,NA,NA,8,NA,7,7,NA,0,NA,0,NA,NA,NA,NA,1,"FAR_NOTES:
FAR_XCEPT: ",James Armstrong,12/3/2019 12:00am,Lily Perkins-High,12/8/2020 10:16am,0,0,NA,5/1/19
940,1275,168,Marblehead,168B1,Business 1,3,B1,single family,NA,0,0,0,0,10000,NA,NA,4000,10000,NA,NA,999,0.59,"The formula used when no PCTLOTCOV is indicated in the bylaw, is rather lengthy.  Basically it takes MINLOTSIZE and subtracts out the required setbacks.  The percentage that is left is the % coverage.",1,0.59,NA,1,4000,NA,NA,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",1,999,1,NA,2,1000,NA,NA,1,NA,1,11,NA,NA,NA,5,NA,4,11,NA,0,NA,-999,NA,NA,1.77,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 4:12pm,0,0,NA,5/1/19
941,1276,168,Marblehead,168BR,Business-Residential,3,BR,two family,NA,2,2,2,2,10000,NA,NA,NA,10000,NA,NA,999,0.59,"The formula used when no PCTLOTCOV is indicated in the bylaw, is rather lengthy.  Basically it takes MINLOTSIZE and subtracts out the required setbacks.  The percentage that is left is the % coverage.",1,0.59,NA,1,2500,0,NA,3,NA,3,3,0,35,NA,30,35,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,4,1000,NA,NA,4,NA,1,11,NA,NA,NA,18,NA,17,11,NA,0,NA,-999,NA,NA,1.77,NA,1,"FAR_NOTES:
FAR_XCEPT: ",Nina Mascarenhas,6/1/2019 12:00am,Lily Perkins-High,12/8/2020 10:15am,0,0,NA,5/1/19
942,1306,46,Brookline,46G-(DP),General Business,3,G-(DP),General Business,NA,2,2,2,2,5000,NA,NA,NA,5000,NA,NA,0,NA,NA,1,1,NA,1,NA,Section 5.07,999,NA,999,4,4,1,40,NA,NA,40,"MXFL_NOTES: 
MX_HT_NOTES: ",NA,999,NA,NA,NA,1000,5,NA,5,NA,1,34,NA,NA,NA,44,44,43,34,NA,0,1,NA,NA,NA,4,1,0,"FAR_NOTES:1.0 - 3.30 based on PUB BEN INCENTIVES AND PROX TO OTHER DIST (BUFFER)
FAR_XCEPT:",James Armstrong,2/24/2020 7:06pm,Lily Perkins-High,12/2/2020 1:56pm,0,0,NA,12/1/12
