date,min,max,median,q1,q3,stdev,count
2022-01-01T00:00:00.000Z,3.7,36.5,21.8,9.05,28.8,10.039,633
2022-01-02T00:00:00.000Z,1.2,30.5,4.7,3.9,23.3,9.807,609
2022-01-03T00:00:00.000Z,0.5,36.8,2.6,1.7,4,2.442,579
2022-01-04T00:00:00.000Z,0.3,15.2,1.8,1.2,4.09,2.156,613
2022-01-05T00:00:00.000Z,1.3,37.9,7.7,2.8,10.7,4.384,598
2022-01-06T00:00:00.000Z,2.3,24.7,12.8,11,16.39,4.69,631
2022-01-07T00:00:00.000Z,6.1,21.6,12,9.5,14.2,3.108,624
2022-01-08T00:00:00.000Z,0.6,16.9,3.5,2.29,5.2,3.052,584
2022-01-09T00:00:00.000Z,1.7,42.4,6.15,4.75,17.55,7.763,604
2022-01-10T00:00:00.000Z,0,19,1.8,0.5,10.5,5.968,556
2022-01-11T00:00:00.000Z,1.4,14.3,4,3.1,4.9,1.432,618
2022-01-12T00:00:00.000Z,2.6,14.4,7.3,5.1,9.1,2.692,629
2022-01-13T00:00:00.000Z,8.4,29.1,15.3,13.1,19,3.874,627
2022-01-14T00:00:00.000Z,6.1,45.5,30,18.1,32.2,9.003,607
2022-01-15T00:00:00.000Z,1.8,8.2,3,2.6,3.5,0.879,597
2022-01-16T00:00:00.000Z,2.6,23.3,4.6,3.9,6,3.087,621
2022-01-17T00:00:00.000Z,0.6,20.3,2.4,1.6,4.7,3.35,620
2022-01-18T00:00:00.000Z,0.2,21,1.7,1.1,2.6,6.13,591
2022-01-19T00:00:00.000Z,0.9,8.5,3.3,2.4,4.8,1.627,604
2022-01-20T00:00:00.000Z,0.7,27.4,9.5,6.65,16.3,7.172,617
2022-01-21T00:00:00.000Z,0.8,11.6,3.8,1.9,5,1.973,568
2022-01-22T00:00:00.000Z,1.9,22.9,6.4,4.9,8.4,3.319,596
2022-01-23T00:00:00.000Z,7.3,24.2,15.6,13.1,18,3.379,593
2022-01-24T00:00:00.000Z,3.7,27.6,15.6,9.15,24,7.593,613
2022-01-25T00:00:00.000Z,7.4,36.1,22.95,15.8,28.9,7.375,608
2022-01-26T00:00:00.000Z,1.1,14.7,3.4,2.6,5.3,2.35,570
2022-01-27T00:00:00.000Z,1.2,30.3,5.9,3.9,7.1,2.502,582
2022-01-28T00:00:00.000Z,2,38.6,18.3,5.6,24.6,9.693,588
2022-01-29T00:00:00.000Z,4.1,44.7,10.3,7.1,26.25,10.56,580
2022-01-30T00:00:00.000Z,1,8.8,2.5,2,3.4,1.303,588
2022-01-31T00:00:00.000Z,4.4,26.4,9.6,7.4,11.3,3.279,591
2022-02-01T00:00:00.000Z,8.2,44.8,19.8,13.2,22.6,6.087,573
2022-02-02T00:00:00.000Z,5.4,31.2,17.05,13.2,20,4.75,614
2022-02-03T00:00:00.000Z,4.2,32.1,10,6.2,13.6,6.063,607
2022-02-04T00:00:00.000Z,0,50.4,6.5,1.9,14,7.502,601
2022-02-05T00:00:00.000Z,1.2,17.6,3.2,2.8,3.8,1.101,583
2022-02-06T00:00:00.000Z,1.3,21,3.3,2.4,4.4,2.211,591
2022-02-07T00:00:00.000Z,2.9,43.3,14.6,10.19,19,6.741,605
2022-02-08T00:00:00.000Z,0.9,21.2,6.1,2.8,8.2,4.278,582
2022-02-09T00:00:00.000Z,2.4,19.1,6.3,5.2,8.9,4.019,572
2022-02-10T00:00:00.000Z,2,43.4,16.1,4.55,19.7,7.552,600
2022-02-11T00:00:00.000Z,0.8,20.2,4.7,2.65,7.4,3.428,564
2022-02-12T00:00:00.000Z,0.4,36.3,4.4,3.4,5.9,2.987,562
2022-02-13T00:00:00.000Z,1.2,35.9,5.1,2.5,9.6,4.221,583
2022-02-14T00:00:00.000Z,1.4,16.7,4.3,3.15,7.5,3.378,580
2022-02-15T00:00:00.000Z,0.6,16.1,3.8,2.1,6.2,2.512,600
2022-02-16T00:00:00.000Z,0.8,13.9,8.6,2.4,10.4,3.795,591
2022-02-17T00:00:00.000Z,0.8,5.6,2.5,2,3.2,0.91,579
2022-02-18T00:00:00.000Z,0,5.9,0.8,0.4,1.1,0.603,473
2022-02-19T00:00:00.000Z,1,14.6,2.5,2.1,3.1,1.798,570
2022-02-20T00:00:00.000Z,0.8,3.6,1.8,1.5,2.1,0.445,589
