date,min,max,median,q1,q3,stdev,count
2022-01-01T00:00:00.000Z,4.1,46.7,26.65,9.1,34.4,12.242,582
2022-01-02T00:00:00.000Z,1.6,34.7,4.9,4,17.85,10.925,569
2022-01-03T00:00:00.000Z,0.6,6.6,2.4,1.65,4.05,1.422,529
2022-01-04T00:00:00.000Z,0.5,8.4,1.8,1.3,4.3,2.055,552
2022-01-05T00:00:00.000Z,0.7,38.8,9.7,2,11.6,4.958,544
2022-01-06T00:00:00.000Z,1.8,30.3,15.3,12.55,20.85,6.687,516
2022-01-07T00:00:00.000Z,5.9,20.9,13.6,9.4,17.2,3.943,539
2022-01-08T00:00:00.000Z,0.8,32.2,4,2.9,5.8,4.701,479
2022-01-09T00:00:00.000Z,2.6,53.8,6.8,5.3,28.2,12.874,503
2022-01-10T00:00:00.000Z,0,19.5,2,0.2,10.1,6.473,435
2022-01-11T00:00:00.000Z,1.8,9.7,4.5,3.4,5.5,1.609,533
2022-01-12T00:00:00.000Z,4.1,21.2,6.5,5.4,9.3,2.9,299
2022-01-13T00:00:00.000Z,10.1,31.7,16.9,13.8,20.9,4.673,592
2022-01-14T00:00:00.000Z,6.6,34.9,25.1,18.7,32.7,8.519,585
2022-01-15T00:00:00.000Z,1.6,10.3,4.1,3.4,4.6,1.126,432
2022-01-16T00:00:00.000Z,2.9,35,5.1,4.25,6.1,5.405,72
2022-01-17T00:00:00.000Z,0.7,24,2.8,1.9,5.7,4.986,506
2022-01-18T00:00:00.000Z,0.4,20.9,1.8,1.2,3,6.605,553
2022-01-19T00:00:00.000Z,0.7,7.8,3.2,2.6,4.5,1.569,529
2022-01-20T00:00:00.000Z,0.9,30.6,10.19,7.7,18.7,8.146,542
2022-01-21T00:00:00.000Z,0.8,17.3,5,2.1,6,2.353,502
2022-01-22T00:00:00.000Z,2.5,22.5,7.55,5.7,10.5,3.423,534
2022-01-23T00:00:00.000Z,10.9,47,21.45,17.2,29.5,8.026,522
2022-01-24T00:00:00.000Z,5.1,37.4,23.8,10.5,31.9,10.728,561
2022-01-25T00:00:00.000Z,9.4,40.2,31.8,21.8,34.5,8.356,558
2022-01-26T00:00:00.000Z,1.5,12.5,3.6,3,5.8,2.406,554
2022-01-27T00:00:00.000Z,1.9,11.6,5.7,4.3,7.2,2.216,534
2022-01-28T00:00:00.000Z,3.9,40.8,22.3,9,28.8,9.752,535
2022-01-29T00:00:00.000Z,4.6,40.6,14.1,7.7,31.6,11.496,522
2022-01-30T00:00:00.000Z,0.5,10.9,2.3,1.7,3.3,1.488,498
2022-01-31T00:00:00.000Z,6,30.9,16.9,8.19,20.7,7.283,555
2022-02-01T00:00:00.000Z,11.5,38.3,21,16.64,23.25,5.105,557
2022-02-02T00:00:00.000Z,6.5,33.3,22.3,13.65,25.6,6.855,569
2022-02-03T00:00:00.000Z,6.7,40.2,13.9,10.5,18.6,6.648,549
2022-02-04T00:00:00.000Z,0.1,31.5,5.2,2.1,14.1,6.705,552
2022-02-05T00:00:00.000Z,2.1,8.2,4.2,3.6,5,1.13,584
2022-02-06T00:00:00.000Z,1.9,9.9,3.8,3,4.5,1.084,583
2022-02-07T00:00:00.000Z,4.5,50.9,17.2,11.6,20.2,6.681,609
2022-02-08T00:00:00.000Z,1.5,23.1,7,4,10.19,4.179,577
2022-02-09T00:00:00.000Z,3.5,24.2,8,6.2,10.9,5.301,596
2022-02-10T00:00:00.000Z,2.1,30,16.1,4.75,22.7,8.631,588
2022-02-11T00:00:00.000Z,0.7,20.4,6.8,2.29,12.85,5.379,577
2022-02-12T00:00:00.000Z,0.4,19,4.8,3.6,7,2.964,565
2022-02-13T00:00:00.000Z,1.1,32.2,4.3,2.5,10.3,5.086,568
2022-02-14T00:00:00.000Z,1.6,22.8,4.4,3.5,7.6,3.668,575
2022-02-15T00:00:00.000Z,1.2,16.3,4.7,2.2,7.9,3.221,593
2022-02-16T00:00:00.000Z,1.5,48.3,17.6,3,20.3,9.523,583
2022-02-17T00:00:00.000Z,0.6,7.7,3.3,2.3,4.2,1.225,582
2022-02-18T00:00:00.000Z,0,10.7,0.7,0.3,1.1,0.721,457
2022-02-19T00:00:00.000Z,1.3,12.8,2.8,2.3,3.6,2.18,567
2022-02-20T00:00:00.000Z,1.1,4,2.3,2,2.7,0.518,563
2022-02-21T00:00:00.000Z,2.4,10.3,4.8,3.7,6.1,1.426,592
2022-02-22T00:00:00.000Z,1.5,41.2,16,13.2,26.4,9.381,592
2022-02-23T00:00:00.000Z,0,11.9,3.9,2.2,6.8,3.132,565
2022-02-24T00:00:00.000Z,1.5,13.6,2.9,2.4,3.5,1.045,556
2022-02-25T00:00:00.000Z,0,31.2,4.1,1.6,6.6,5.899,550
2022-02-26T00:00:00.000Z,2.3,21.3,5.6,3.4,7.8,3.168,603
2022-02-27T00:00:00.000Z,4.5,20.8,11.2,8,14,3.874,591
2022-02-28T00:00:00.000Z,1,9.4,3.2,2.3,4.1,1.746,568
2022-03-01T00:00:00.000Z,1.5,34.7,6.3,3.2,12.2,4.779,605
2022-03-02T00:00:00.000Z,3.6,27.2,7.6,6,13.9,6.259,597
2022-03-03T00:00:00.000Z,0.8,34.1,10.7,1.8,16.6,10.004,583
2022-03-04T00:00:00.000Z,1.2,6.8,2.8,2.1,3.4,0.887,567
2022-03-05T00:00:00.000Z,5.4,18.4,10,8.7,11.6,2.311,589
2022-03-06T00:00:00.000Z,5.8,34.7,16.05,10.1,24,8.137,582
2022-03-07T00:00:00.000Z,4.9,34.6,14.4,6.1,18.9,7.634,591
2022-03-08T00:00:00.000Z,0,30.4,0.2,0.1,1.1,6.696,432
2022-03-09T00:00:00.000Z,0.6,17.4,6.3,4.5,7.5,2.627,598
2022-03-10T00:00:00.000Z,7.9,25.6,14.2,11.4,18.4,4.022,587
2022-03-11T00:00:00.000Z,9.7,38.2,19.8,14.5,28.9,7.9,591
2022-03-12T00:00:00.000Z,0,40.4,9.1,2.7,12.6,6.149,577
2022-03-13T00:00:00.000Z,0.6,5.6,2.1,1.7,2.7,0.813,533
2022-03-14T00:00:00.000Z,3.1,21.7,8.6,6.6,10.3,2.414,581
2022-03-15T00:00:00.000Z,4.1,18.8,6.6,5.6,9.3,2.863,555
2022-03-16T00:00:00.000Z,3.6,28.5,17.6,13.4,22.6,5.938,595
2022-03-17T00:00:00.000Z,11.2,30,18,14.1,20.2,4.014,602
2022-03-18T00:00:00.000Z,9.1,39,20.7,12.5,31.6,9.401,583
2022-03-19T00:00:00.000Z,7,26.8,15.3,12.65,17.64,4.138,592
2022-03-20T00:00:00.000Z,0,25,5.3,1.5,8.69,6.165,569
2022-03-21T00:00:00.000Z,0,1.6,0.5,0.3,0.7,0.341,375
2022-03-22T00:00:00.000Z,0,21.8,1,0.5,1.5,1.401,506
2022-03-23T00:00:00.000Z,0.2,3.6,0.8,0.6,1,0.402,535
2022-03-24T00:00:00.000Z,0,27.3,0.9,0.6,1.2,2.072,523
2022-03-25T00:00:00.000Z,0,5.9,1.6,0.2,3.2,1.639,396
2022-03-26T00:00:00.000Z,0.1,7.7,2.6,1.3,4.2,1.713,547
2022-03-27T00:00:00.000Z,0,23.2,2,0.4,3.7,2.29,497
2022-03-28T00:00:00.000Z,0.1,3.3,1,0.7,1.3,0.583,529
2022-03-29T00:00:00.000Z,0.1,4.6,1.5,1,1.9,0.584,557
2022-03-30T00:00:00.000Z,0,11.6,0.8,0.6,1,0.667,518
2022-03-31T00:00:00.000Z,1.5,19.4,5.1,2.6,12.9,5.459,579
2022-04-01T00:00:00.000Z,0,13.4,2.6,1,5.1,3.516,556
2022-04-02T00:00:00.000Z,0,2.9,0.7,0.3,0.9,0.442,420
2022-04-03T00:00:00.000Z,1.3,15.8,7.8,3.1,10.9,4.265,561
2022-04-04T00:00:00.000Z,0.7,9.3,3.7,2,4.3,1.61,547
2022-04-05T00:00:00.000Z,0.7,102.7,2.4,1.9,3.4,7.034,556
2022-04-06T00:00:00.000Z,3.3,26.4,7.2,5.5,9.1,2.26,581
2022-04-07T00:00:00.000Z,2.1,13.8,4.9,3.5,7.3,2.379,575
2022-04-08T00:00:00.000Z,0.1,13.2,2.04,0.8,3.9,1.709,552
2022-04-09T00:00:00.000Z,0.1,16,5.6,2.4,11,4.276,536
2022-04-10T00:00:00.000Z,0.5,5,2.1,1.6,2.6,0.854,538
2022-04-11T00:00:00.000Z,0,1.7,0.4,0.2,0.6,0.289,476
2022-04-12T00:00:00.000Z,0.5,7.2,2.6,2,3.3,1.307,550
2022-04-13T00:00:00.000Z,0.9,10.5,4.3,1.8,6.3,2.718,570
2022-04-14T00:00:00.000Z,3.9,24.6,8.1,6.4,9.5,2.761,588
2022-04-15T00:00:00.000Z,0.6,32.3,3.2,1.5,8,4.307,563
2022-04-16T00:00:00.000Z,0.6,5.1,1.7,1.3,2.3,0.684,571
2022-04-17T00:00:00.000Z,0,3.4,1,0.4,1.9,0.814,500
2022-04-18T00:00:00.000Z,0,8.4,0.8,0.5,1.3,0.777,527
2022-04-19T00:00:00.000Z,0,6.5,2.1,1.2,3.1,1.387,501
2022-04-20T00:00:00.000Z,0,4.2,1,0.4,1.6,1.055,475
2022-04-21T00:00:00.000Z,0.9,5.6,2.1,1.7,3.4,1.154,559
2022-04-22T00:00:00.000Z,0.1,8.6,2.2,0.8,3.2,2.017,554
2022-04-23T00:00:00.000Z,0.6,36.1,1.5,1.2,2.1,3.075,534
2022-04-24T00:00:00.000Z,0.8,53.1,2.2,1.6,3.45,4.156,545
2022-04-25T00:00:00.000Z,0.3,11.2,6.5,1.85,8,3.057,568
2022-04-26T00:00:00.000Z,1.1,16.8,2.5,2,3.7,1.391,557
2022-04-27T00:00:00.000Z,0,13.6,4.4,2.7,6.3,2.707,519
2022-04-28T00:00:00.000Z,0,3,0.7,0.2,1.3,0.705,400
2022-04-29T00:00:00.000Z,0.3,3.2,1.8,1.1,2.2,0.625,563
2022-04-30T00:00:00.000Z,0.5,22.3,1.8,1.2,2.2,2.076,549
2022-05-01T00:00:00.000Z,0.4,30.4,4.7,3.2,7.2,3.508,579
2022-05-02T00:00:00.000Z,1.4,11,3.9,2.8,6,2.162,552
2022-05-03T00:00:00.000Z,0.4,6.1,2.29,1.4,2.9,1.181,547
2022-05-04T00:00:00.000Z,0.7,26.1,3.05,1.6,9.2,6.443,564
2022-05-05T00:00:00.000Z,1.2,18.7,2.9,2,4.5,4.001,578
2022-05-06T00:00:00.000Z,2.3,11,4.7,3.55,6.2,1.884,576
2022-05-07T00:00:00.000Z,1.3,9.5,3.8,2.1,6.8,2.368,562
2022-05-08T00:00:00.000Z,1.1,11.5,2,1.8,2.5,0.994,565
2022-05-09T00:00:00.000Z,1.4,9.5,2.45,2.1,3.2,1.325,570
2022-05-10T00:00:00.000Z,0.8,28.2,3.1,2.7,4.5,2.402,560
2022-05-11T00:00:00.000Z,0.7,38.9,4.3,3.7,6.2,7.984,571
2022-05-12T00:00:00.000Z,0,475.7,5.2,2,7.5,27.863,561
2022-05-13T00:00:00.000Z,0.1,26.6,8.19,5.2,11.2,4.136,574
2022-05-14T00:00:00.000Z,0.3,4.7,2.29,1.8,2.8,0.857,543
2022-05-15T00:00:00.000Z,0.1,6.3,2.1,1.2,3.3,1.537,544
2022-05-16T00:00:00.000Z,1.6,13,6.9,3.7,7.9,2.621,559
2022-05-17T00:00:00.000Z,0.1,23.2,2.35,1.1,11.25,7.757,528
2022-05-18T00:00:00.000Z,0.4,19.5,2.29,0.9,3.2,2.176,530
2022-05-19T00:00:00.000Z,1.8,22.7,5.7,3.6,7.6,5.081,574
2022-05-20T00:00:00.000Z,1.8,20.6,6.2,5.4,7.45,2.967,576
2022-05-21T00:00:00.000Z,6.7,33.3,17.3,9.44,22.3,7.125,588
2022-05-22T00:00:00.000Z,5.7,34.7,25.2,22.1,31.9,5.686,599
2022-05-23T00:00:00.000Z,0,30.5,1.2,0.5,8.6,7.166,544
2022-05-24T00:00:00.000Z,0.3,35.5,1.5,1.1,1.9,2.975,545
2022-05-25T00:00:00.000Z,0.9,17.6,2.2,1.7,2.7,1.042,573
2022-05-26T00:00:00.000Z,0.5,2.9,1.4,1.2,1.7,0.361,571
2022-05-27T00:00:00.000Z,1.8,3.9,2.9,2.5,3.2,0.459,79
2022-05-28T00:00:00.000Z,0.5,11.2,3.3,1.8,4.1,2.798,433
2022-05-29T00:00:00.000Z,0.7,9.3,2.6,1.8,3.3,1.42,578
2022-05-30T00:00:00.000Z,2.9,12.5,8.2,6.2,10.15,2.212,613
2022-05-31T00:00:00.000Z,0.3,21.3,12,2.6,16.1,6.835,616
2022-06-01T00:00:00.000Z,0.7,39.1,2.6,1.9,3.85,2.64,596
2022-06-02T00:00:00.000Z,0.3,24.2,4.2,2.4,7,3.108,607
2022-06-03T00:00:00.000Z,1.4,13.7,4.5,3.4,6.4,2.373,623
2022-06-04T00:00:00.000Z,1.2,12,4.6,3.1,5.9,2.172,586
2022-06-05T00:00:00.000Z,0,92.9,0.8,0.4,3.8,6.41,558
2022-06-06T00:00:00.000Z,1.4,10.6,3.9,3,5.7,1.725,590
2022-06-07T00:00:00.000Z,0.7,7.5,2.9,2.1,5.5,1.861,602
2022-06-08T00:00:00.000Z,0.2,10,2.2,1.1,4.6,2.1,584
2022-06-09T00:00:00.000Z,0.2,18,7.6,4.9,9.2,4.075,619
2022-06-10T00:00:00.000Z,0.2,31.7,2.4,1.5,3.7,2.686,587
2022-06-11T00:00:00.000Z,1.4,19.2,3.4,2.7,4.6,1.713,582
2022-06-12T00:00:00.000Z,4.5,49.9,9.9,8.8,11.2,3.257,586
2022-06-13T00:00:00.000Z,3.9,11.8,7.3,6.3,8.55,1.708,568
2022-06-14T00:00:00.000Z,1.6,7.4,4.4,3.8,5.09,1.008,570
2022-06-15T00:00:00.000Z,0,7.5,1.9,1.3,4.4,1.868,522
2022-06-16T00:00:00.000Z,0.8,7.3,3.95,3.3,5,1.179,546
2022-06-17T00:00:00.000Z,2,15,6.8,3.45,10.7,3.844,497
2022-06-18T00:00:00.000Z,0,4.5,1.9,0.5,3.3,1.468,435
2022-06-19T00:00:00.000Z,0,12.3,2.29,1.7,3.1,1.166,514
2022-06-20T00:00:00.000Z,1.9,23,3.95,3.1,6.5,3.151,624
2022-06-21T00:00:00.000Z,2.3,9.8,4.5,3.8,5,1.333,543
2022-06-22T00:00:00.000Z,1.3,8.9,3.5,2.5,5.09,1.713,558
2022-06-23T00:00:00.000Z,2,26.8,5.2,4.2,7.05,2.894,532
2022-06-24T00:00:00.000Z,4,9.9,5.9,5.3,7.2,1.209,559
2022-06-25T00:00:00.000Z,6.8,81.3,11.4,10.2,13.85,4.478,573
2022-06-26T00:00:00.000Z,9.9,27.6,17.1,14.8,22.2,4.484,601
2022-06-27T00:00:00.000Z,1.3,95.4,6.4,2.95,10.05,10.947,572
2022-06-28T00:00:00.000Z,0.7,17.5,2.6,1.7,3.7,2.224,543
2022-06-29T00:00:00.000Z,1.6,14.7,5.6,2.8,6.8,2.476,616
2022-06-30T00:00:00.000Z,3.3,9.3,4.65,4.09,5.9,1.412,608
2022-07-01T00:00:00.000Z,4.8,27.3,15.45,11.9,19.89,5.064,590
2022-07-02T00:00:00.000Z,4.1,27.6,11.7,6.9,16.5,5.893,634
2022-07-03T00:00:00.000Z,1.5,90.9,8.19,3.5,9.6,9.58,627
2022-07-04T00:00:00.000Z,1.4,38.5,4.7,3.2,8.3,5.622,604
2022-07-05T00:00:00.000Z,4.3,103.9,12.3,10.1,17.7,11.951,631
2022-07-06T00:00:00.000Z,0.6,19,5.4,3.2,9,4.81,587
2022-07-07T00:00:00.000Z,3.3,11.3,7.2,5.6,8.7,1.851,420
2022-07-08T00:00:00.000Z,2.5,9.8,5.8,4.7,7.2,1.662,575
2022-07-09T00:00:00.000Z,2.8,12.8,7,4.5,7.9,2.19,595
2022-07-10T00:00:00.000Z,0.4,11.6,2.4,1.2,6.3,3.3,573
2022-07-11T00:00:00.000Z,2,12.4,7.9,7.3,9.4,1.598,625
2022-07-12T00:00:00.000Z,2.7,13.9,5.9,4.1,8.8,2.808,589
2022-07-13T00:00:00.000Z,4.9,13.8,9.3,8.4,10,1.553,602
2022-07-14T00:00:00.000Z,7.1,17.4,12.1,10.6,13.8,2.195,605
2022-07-15T00:00:00.000Z,2.9,20.2,7.6,5.4,10.9,4.464,609
2022-07-16T00:00:00.000Z,5.7,12.9,10,7.8,11.4,1.936,612
2022-07-17T00:00:00.000Z,6.6,25.2,15.7,11.7,18.4,4.707,631
2022-07-18T00:00:00.000Z,7.8,27.6,15.5,13.3,21.2,5.188,624
2022-07-19T00:00:00.000Z,0.1,17.8,4.7,2.4,9.4,5.195,625
2022-07-20T00:00:00.000Z,9.6,25,17.39,13.8,19.5,3.449,641
2022-07-21T00:00:00.000Z,14.6,32.4,24.8,18.7,29.3,5.334,642
2022-07-22T00:00:00.000Z,10.6,24.3,16.2,14.8,19.2,3.245,635
2022-07-23T00:00:00.000Z,8,21.1,17.55,12.4,18.8,3.496,634
2022-07-24T00:00:00.000Z,5.3,26.7,15.4,11.35,20.6,5.573,597
2022-07-25T00:00:00.000Z,13.9,30.7,18.9,17,26.1,5.048,623
2022-07-26T00:00:00.000Z,1.3,19.6,3.4,2.6,5.4,2.366,597
2022-07-27T00:00:00.000Z,1.6,7.5,3.4,2.9,4.2,0.935,601
2022-07-28T00:00:00.000Z,4.9,24.9,11,8.6,16.2,4.918,631
2022-07-29T00:00:00.000Z,6.4,17.5,9.9,8.9,11.3,2.037,644
2022-07-30T00:00:00.000Z,0.7,19.3,5,1.7,14.4,6.118,599
2022-07-31T00:00:00.000Z,1.3,11.8,3.4,3,4.1,1.298,607
2022-08-01T00:00:00.000Z,3.6,10.2,6.6,5.7,7.3,1.261,570
2022-08-02T00:00:00.000Z,3.5,21.5,12.2,10.55,14.2,3.863,609
2022-08-03T00:00:00.000Z,3,14.6,5.6,4.2,8.1,3.098,614
2022-08-04T00:00:00.000Z,6.6,17.9,11.9,11,13.4,2.447,629
2022-08-05T00:00:00.000Z,2.3,25.7,17,9.4,21.1,6.396,571
2022-08-06T00:00:00.000Z,4.4,30.6,13,10.19,19.1,5.564,664
2022-08-07T00:00:00.000Z,4.4,13.9,7.7,6.5,9.5,2.007,619
2022-08-08T00:00:00.000Z,2.3,11.4,5.7,4.4,8.5,2.128,635
2022-08-09T00:00:00.000Z,1.6,15.9,8,5.3,11.9,3.732,645
2022-08-10T00:00:00.000Z,1.8,16.2,4.6,4,6.3,2.775,625
