longitude,latitude,ZipCode,Time,CO,NO2,O3,PM10,PM2.5,SO2,aqi,category
-71.06284,42.3663,02222,2023-11-11T20:00:00Z,241.47,50.43,29.35,45.38,10.37,0.17,47,Good air quality
-71.06284,42.3663,02222,2023-11-12T00:00:00Z,241.53,47.58,29.57,39.54,9.53,0.12,44,Good air quality
-71.06284,42.3663,02222,2023-11-12T04:00:00Z,241.85,18.23,27.36,32.95,12.93,0.15,45,Good air quality
-71.06284,42.3663,02222,2023-11-12T08:00:00Z,283.59,16.41,20.85,20.21,9.3,0.22,43,Good air quality
-71.06284,42.3663,02222,2023-11-12T12:00:00Z,241.79,15.51,24.05,18.51,6.03,0.12,43,Good air quality
-71.06284,42.3663,02222,2023-11-12T16:00:00Z,283.22,19.35,24.06,29.29,10.96,0.15,43,Good air quality
-71.06284,42.3663,02222,2023-11-12T20:00:00Z,241.47,29.16,31.16,30.5,12.78,0.12,44,Good air quality
-71.06284,42.3663,02222,2023-11-13T00:00:00Z,241.78,31.6,30.42,30.24,12.88,0.12,46,Good air quality
-71.06284,42.3663,02222,2023-11-13T04:00:00Z,499.21,26.72,6.7,40.12,15.83,0.27,48,Good air quality
-71.06284,42.3663,02222,2023-11-13T08:00:00Z,357.64,13.93,24.96,27.26,12.78,0.12,51,Moderate air quality
-71.06284,42.3663,02222,2023-11-13T12:00:00Z,383.2,22.21,5.98,29.86,11.38,0.17,52,Moderate air quality
-71.06284,42.3663,02222,2023-11-13T16:00:00Z,341.5,37.73,16.19,33.88,14.61,0.32,53,Moderate air quality
-71.06284,42.3663,02222,2023-11-13T20:00:00Z,341.42,22.99,25.41,30.88,14.34,0.22,54,Moderate air quality
-71.06284,42.3663,02222,2023-11-14T00:00:00Z,341.51,36.44,16.77,26.26,15.35,0.22,55,Moderate air quality
-71.06284,42.3663,02222,2023-11-14T04:00:00Z,283.28,21.24,27.04,31.88,9.87,0.17,54,Moderate air quality
-71.06284,42.3663,02222,2023-11-14T08:00:00Z,341.39,24.42,14.36,35.14,11.43,0.15,53,Moderate air quality
-71.06284,42.3663,02222,2023-11-14T12:00:00Z,283.53,26.28,11.47,29.46,10.62,0.15,52,Moderate air quality
-71.06284,42.3663,02222,2023-11-14T16:00:00Z,383.32,37.52,12.77,36.29,18.46,0.4,54,Moderate air quality
-71.06284,42.3663,02222,2023-11-14T20:00:00Z,341.39,22.8,24.54,36.16,13.25,0.27,54,Moderate air quality
-71.06284,42.3663,02222,2023-11-15T00:00:00Z,341.52,27.86,22.6,29.05,12.25,0.15,53,Moderate air quality
-71.06284,42.3663,02222,2023-11-15T04:00:00Z,341.52,23.62,21.68,49.62,11.77,0.15,54,Moderate air quality
-71.06284,42.3663,02222,2023-11-15T08:00:00Z,283.47,20.55,13.55,20.2,12.32,0.15,53,Moderate air quality
-71.06284,42.3663,02222,2023-11-15T12:00:00Z,482.93,27.2,1.23,38.22,10.42,0.62,53,Moderate air quality
-71.06284,42.3663,02222,2023-11-15T16:00:00Z,566.54,36.68,5.32,33.22,16.72,0.88,53,Moderate air quality
-71.06284,42.3663,02222,2023-11-15T20:00:00Z,383.14,29.17,18.9,32.06,14.05,0.27,52,Moderate air quality
-71.06284,42.3663,02222,2023-11-16T00:00:00Z,341.52,43.77,14.7,32.27,11.98,0.25,52,Moderate air quality
-71.06284,42.3663,02222,2023-11-16T04:00:00Z,283.55,19.69,15.14,45.98,12.53,0.2,51,Moderate air quality
-71.06284,42.3663,02222,2023-11-16T08:00:00Z,283.8,26.26,13.16,28.42,10.37,0.22,51,Moderate air quality
-71.06284,42.3663,02222,2023-11-16T12:00:00Z,283.61,24.28,9.18,36.03,14.42,0.22,52,Moderate air quality
-71.06284,42.3663,02222,2023-11-16T16:00:00Z,441.68,35.68,11.1,29.86,21.94,0.45,54,Moderate air quality
-71.06284,42.3663,02222,2023-11-16T20:00:00Z,341.6,38.04,26.34,55.06,19,0.45,55,Moderate air quality
-71.06284,42.3663,02222,2023-11-17T00:00:00Z,541.45,40.72,16.8,44.95,18.29,0.37,58,Moderate air quality
-71.06284,42.3663,02222,2023-11-17T04:00:00Z,1008.1,35.77,2.11,44.97,23.71,1.49,61,Moderate air quality
-71.06284,42.3663,02222,2023-11-17T08:00:00Z,957.15,27.81,1.53,50.21,24.09,1.04,66,Moderate air quality
-71.06284,42.3663,02222,2023-11-17T12:00:00Z,508.85,28.62,11.89,47.74,28.18,0.22,71,Moderate air quality
-71.06284,42.3663,02222,2023-11-17T16:00:00Z,383.79,39.15,22.2,58.8,19.78,0.32,73,Moderate air quality
-71.06284,42.3663,02222,2023-11-17T20:00:00Z,242.31,26.85,40.02,51.29,8.67,0.22,71,Moderate air quality
-71.0603,42.3586,02293,2023-10-19T04:00:00Z,447.49,27.45,5.67,28.51,10.13,0.33,48,Good air quality
-71.0603,42.3586,02293,2023-10-19T08:00:00Z,347.66,24.23,9.15,19.89,8.4,0.23,49,Good air quality
-71.0603,42.3586,02293,2023-10-19T12:00:00Z,398.21,22.84,8.52,39.91,11.11,0.17,47,Good air quality
-71.0603,42.3586,02293,2023-10-19T16:00:00Z,298.48,32.81,20.04,51.89,15.86,0.33,46,Good air quality
-71.0603,42.3586,02293,2023-10-19T20:00:00Z,249.21,57.55,32.1,53.14,10.35,0.3,54,Moderate air quality
-71.0603,42.3586,02293,2023-10-20T00:00:00Z,249.24,26.01,29.77,49.87,10.51,0.17,43,Good air quality
-71.0603,42.3586,02293,2023-10-20T04:00:00Z,298.28,19.13,16.92,32.68,7.39,0.27,42,Good air quality
-71.0603,42.3586,02293,2023-10-20T08:00:00Z,298.25,21.94,13.28,28.94,6.93,0.27,41,Good air quality
-71.0603,42.3586,02293,2023-10-20T12:00:00Z,398.05,30.82,7.72,33.17,11.37,0.3,41,Good air quality
-71.0603,42.3586,02293,2023-10-20T16:00:00Z,299.81,31.43,8.15,37.57,11.75,0.44,40,Good air quality
-71.0603,42.3586,02293,2023-10-20T20:00:00Z,247.92,56.16,27.71,53.35,11.83,0.47,53,Moderate air quality
-71.0603,42.3586,02293,2023-10-21T00:00:00Z,249.25,47.39,22.56,48.39,10.6,0.27,44,Good air quality
-71.0603,42.3586,02293,2023-10-21T04:00:00Z,149.28,21.56,23.36,27.04,9.71,0.37,41,Good air quality
-71.0603,42.3586,02293,2023-10-21T08:00:00Z,149.25,20.18,25.31,31.41,7.05,0.27,41,Good air quality
-71.0603,42.3586,02293,2023-10-21T12:00:00Z,247.7,18.3,20.39,31.57,8.56,0.27,41,Good air quality
-71.0603,42.3586,02293,2023-10-21T16:00:00Z,149.28,26.35,23.25,32.73,11.08,0.4,39,Good air quality
-71.0603,42.3586,02293,2023-10-21T20:00:00Z,149.3,59.38,23.38,53.06,8.35,0.4,56,Moderate air quality
-71.0603,42.3586,02293,2023-10-22T00:00:00Z,198.48,42.51,33.6,49.86,10.58,0.3,40,Good air quality
-71.0603,42.3586,02293,2023-10-22T04:00:00Z,198.48,18.34,27.52,33.5,10.16,0.37,37,Good air quality
-71.0603,42.3586,02293,2023-10-22T08:00:00Z,198.48,14.93,18.23,22.52,7.36,0.3,38,Good air quality
-71.0603,42.3586,02293,2023-10-22T12:00:00Z,149.25,8.67,14.24,26.24,5.58,0.23,36,Good air quality
-71.0603,42.3586,02293,2023-10-22T16:00:00Z,149.25,14.95,16.15,32.23,7.53,0.3,34,Good air quality
-71.0603,42.3586,02293,2023-10-22T20:00:00Z,149.25,48.99,18.18,52.19,9.15,0.27,46,Good air quality
-71.0603,42.3586,02293,2023-10-23T00:00:00Z,198.48,16.58,13.56,43.81,10.42,0.3,34,Good air quality
-71.0603,42.3586,02293,2023-10-23T04:00:00Z,198.48,17.43,11.53,16,7.89,0.3,33,Good air quality
-71.0603,42.3586,02293,2023-10-23T08:00:00Z,149.25,12.83,12.2,9.65,2.56,0.27,31,Good air quality
-71.0603,42.3586,02293,2023-10-23T12:00:00Z,198.48,42.58,9.26,49.99,6.68,0.17,40,Good air quality
-71.0603,42.3586,02293,2023-10-23T16:00:00Z,249.05,24.11,10.12,30,13.02,0.3,34,Good air quality
-71.0603,42.3586,02293,2023-10-23T20:00:00Z,198.48,44.91,15.36,52.9,10.14,0.27,42,Good air quality
-71.0603,42.3586,02293,2023-10-24T00:00:00Z,149.28,43.77,14.34,44.75,10.31,0.17,41,Good air quality
-71.0603,42.3586,02293,2023-10-24T04:00:00Z,149.25,18.5,17.25,23.54,9.07,0.17,35,Good air quality
-71.0603,42.3586,02293,2023-10-24T08:00:00Z,149.28,20.65,13.21,26.3,5.79,0.17,37,Good air quality
-71.0603,42.3586,02293,2023-10-24T12:00:00Z,396.94,27.55,2.7,48.68,9.49,0.37,38,Good air quality
-71.0603,42.3586,02293,2023-10-24T16:00:00Z,498.07,28.07,5.23,50.56,15.26,0.9,40,Good air quality
-71.0603,42.3586,02293,2023-10-24T20:00:00Z,249.26,52.28,21.07,52.45,10.46,0.17,49,Good air quality
-71.0603,42.3586,02293,2023-10-25T00:00:00Z,349.01,29.66,16.25,34.39,12.49,0.23,40,Good air quality
-71.0603,42.3586,02293,2023-10-25T04:00:00Z,347.7,22.59,14.86,30.35,9.29,0.27,40,Good air quality
-71.0603,42.3586,02293,2023-10-25T08:00:00Z,198.68,20.85,29.17,20.59,7.56,0.17,40,Good air quality
-71.0603,42.3586,02293,2023-10-25T12:00:00Z,298.48,21.35,22.45,48.33,16.59,0.17,43,Good air quality
-71.0603,42.3586,02293,2023-10-25T16:00:00Z,349.04,35.67,18.44,40.69,15.34,0.27,45,Good air quality
-71.0603,42.3586,02293,2023-10-25T20:00:00Z,249.25,40.71,10.83,44.71,14.7,0.27,48,Good air quality
-71.0603,42.3586,02293,2023-10-26T00:00:00Z,398.31,59.49,7.32,61.32,13.8,0.3,56,Moderate air quality
-71.0603,42.3586,02293,2023-10-26T04:00:00Z,347.74,22.92,3.79,55.36,17.48,0.3,52,Moderate air quality
-71.0603,42.3586,02293,2023-10-26T08:00:00Z,249.41,18.66,29.72,28.37,11.39,0.27,55,Moderate air quality
-71.0603,42.3586,02293,2023-10-26T12:00:00Z,347.91,31.91,17.23,54.73,16.28,0.27,55,Moderate air quality
-71.0603,42.3586,02293,2023-10-26T16:00:00Z,382.23,35.65,19.14,40.63,16.26,0.78,56,Moderate air quality
-71.0603,42.3586,02293,2023-10-26T20:00:00Z,275.95,57.38,46.24,55.33,17.29,0.69,56,Moderate air quality
-71.0603,42.3586,02293,2023-10-27T00:00:00Z,498.26,59.89,33.08,58.01,16.47,0.2,57,Moderate air quality
-71.0603,42.3586,02293,2023-10-27T04:00:00Z,695.23,37.45,15.38,48.77,20.84,0.33,59,Moderate air quality
-71.0603,42.3586,02293,2023-10-27T08:00:00Z,396.97,30.31,29.96,31.7,16.92,0.27,61,Moderate air quality
-71.0603,42.3586,02293,2023-10-27T12:00:00Z,447.73,30.11,28.03,41.15,21.02,0.27,62,Moderate air quality
-71.0603,42.3586,02293,2023-10-27T16:00:00Z,547.54,46.4,11.6,60.76,19.26,0.43,63,Moderate air quality
-71.0603,42.3586,02293,2023-10-27T20:00:00Z,398.26,57.42,40.51,58.46,17.2,0.3,63,Moderate air quality
-71.0603,42.3586,02293,2023-10-28T00:00:00Z,447.53,65.89,44.37,64.68,19.98,0.3,64,Moderate air quality
-71.0603,42.3586,02293,2023-10-28T04:00:00Z,546,43.13,24.79,48.33,16.29,0.3,63,Moderate air quality
-71.0603,42.3586,02293,2023-10-28T08:00:00Z,347.74,27.94,24.02,33.1,14.25,0.27,62,Moderate air quality
-71.0603,42.3586,02293,2023-10-28T12:00:00Z,447.5,25.59,15.63,47.59,12.47,0.27,61,Moderate air quality
-71.0603,42.3586,02293,2023-10-28T16:00:00Z,347.7,24.87,25.22,41.36,13.87,0.3,59,Moderate air quality
-71.0603,42.3586,02293,2023-10-28T20:00:00Z,198.54,53.34,45.15,46.35,16.12,0.27,58,Moderate air quality
-71.0603,42.3586,02293,2023-10-29T00:00:00Z,247.73,31.43,35.39,34.06,14.88,0.2,57,Moderate air quality
-71.0603,42.3586,02293,2023-10-29T04:00:00Z,198.48,26.98,33.27,43.71,10.91,0.17,54,Moderate air quality
-71.0603,42.3586,02293,2023-10-29T08:00:00Z,198.48,17.52,22.04,38.56,8.91,0.17,53,Moderate air quality
-71.0603,42.3586,02293,2023-10-29T12:00:00Z,149.25,14.97,16.04,25.92,8.76,0.2,50,Good air quality
-71.0603,42.3586,02293,2023-10-29T16:00:00Z,149.27,18.15,11.47,29.78,7.6,0.2,46,Good air quality
-71.0603,42.3586,02293,2023-10-29T20:00:00Z,249.28,21,9.79,50.41,9.27,0.3,41,Good air quality
-71.0603,42.3586,02293,2023-10-30T00:00:00Z,149.46,18.77,15.31,29.48,8.84,0.2,38,Good air quality
-71.0603,42.3586,02293,2023-10-30T04:00:00Z,149.25,15.53,20.89,25.29,6.73,0.17,35,Good air quality
-71.0603,42.3586,02293,2023-10-30T08:00:00Z,149.25,12.39,27.37,13.8,4.93,0.17,33,Good air quality
-71.0603,42.3586,02293,2023-10-30T12:00:00Z,149.25,23.08,28.99,28.12,8.9,0.17,32,Good air quality
-71.0603,42.3586,02293,2023-10-30T16:00:00Z,200.04,50.03,20.67,53.66,13.47,0.27,47,Good air quality
-71.0603,42.3586,02293,2023-10-30T20:00:00Z,198.72,27.69,19.9,24.13,9.62,0.27,34,Good air quality
-71.0603,42.3586,02293,2023-10-31T00:00:00Z,249.1,31.91,13.55,45.49,11.3,0.2,34,Good air quality
-71.0603,42.3586,02293,2023-10-31T04:00:00Z,298.44,20.31,6.68,32.39,12.33,0.3,37,Good air quality
-71.0603,42.3586,02293,2023-10-31T08:00:00Z,149.25,15.23,27.09,12.85,6.86,0.17,39,Good air quality
-71.0603,42.3586,02293,2023-10-31T12:00:00Z,247.7,27.99,17.66,26.12,8.46,0.17,39,Good air quality
-71.0603,42.3586,02293,2023-10-31T16:00:00Z,198.72,23.93,23.25,29.25,9.26,0.3,40,Good air quality
-71.0603,42.3586,02293,2023-10-31T20:00:00Z,198.48,19.17,32.11,30.43,12.35,0.2,41,Good air quality
-71.0603,42.3586,02293,2023-11-01T00:00:00Z,249.24,35.01,24.32,36.73,11.76,0.2,42,Good air quality
-71.0603,42.3586,02293,2023-11-01T08:00:00Z,249.24,24.9,13.46,25.21,8.83,0.27,41,Good air quality
-71.0603,42.3586,02293,2023-11-01T12:00:00Z,249.24,25.36,13.79,21.99,10.3,0.23,42,Good air quality
-71.0603,42.3586,02293,2023-11-01T16:00:00Z,298.52,29.9,13.57,50.32,14.07,0.33,44,Good air quality
-71.0603,42.3586,02293,2023-11-01T20:00:00Z,198.54,20.88,25.66,48.18,11.17,0.17,45,Good air quality
-71.0603,42.3586,02293,2023-11-02T00:00:00Z,198.69,37.24,24.62,46.02,12.34,0.27,46,Good air quality
-71.0603,42.3586,02293,2023-11-02T04:00:00Z,298.44,30.33,14.88,33.25,12.82,0.2,48,Good air quality
-71.0603,42.3586,02293,2023-11-02T08:00:00Z,198.48,17.52,16.92,18.63,8.79,0.17,48,Good air quality
-71.0603,42.3586,02293,2023-11-02T12:00:00Z,247.73,20.59,19.45,28.56,12.11,0.17,50,Good air quality
-71.0603,42.3586,02293,2023-11-02T16:00:00Z,298.49,26.21,19.33,26.76,13.99,0.27,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-02T20:00:00Z,249.13,23.76,29.25,42.22,14.3,0.2,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-03T00:00:00Z,299.75,45.97,24.59,72.54,12.71,0.2,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-03T04:00:00Z,496.79,29.07,4.67,26.11,11.37,0.3,50,Good air quality
-71.0603,42.3586,02293,2023-11-03T08:00:00Z,347.72,33.74,12.92,55.95,10.99,0.27,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-03T12:00:00Z,347.69,28.07,9.65,52.29,14.65,0.33,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-03T16:00:00Z,496.72,35.39,15.07,37.22,14.65,0.47,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-03T20:00:00Z,249.24,57.11,35.93,55.52,14.47,0.33,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-04T00:00:00Z,299.8,41.83,32.39,39.25,12.84,0.33,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-04T04:00:00Z,298.45,19.73,32.46,41.8,9.83,0.17,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-04T08:00:00Z,198.68,20.71,35.22,21.96,8.33,0.17,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-04T12:00:00Z,198.67,19.07,29.33,32.68,9.3,0.1,50,Good air quality
-71.0603,42.3586,02293,2023-11-04T16:00:00Z,298.49,30.59,25.37,33.03,14.86,0.27,48,Good air quality
-71.0603,42.3586,02293,2023-11-04T20:00:00Z,298.48,48.09,35.03,63.28,14.49,0.2,48,Good air quality
-71.0603,42.3586,02293,2023-11-05T00:00:00Z,450.33,47.48,13.12,53.45,15.89,0.3,49,Good air quality
-71.0603,42.3586,02293,2023-11-05T04:00:00Z,797.67,35.47,3.45,54.58,18.2,0.53,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-05T08:00:00Z,199.05,18.43,32.41,51.51,22.59,0.13,57,Moderate air quality
-71.0603,42.3586,02293,2023-11-05T12:00:00Z,398.46,26.69,10,52.68,20.46,0.23,61,Moderate air quality
-71.0603,42.3586,02293,2023-11-05T16:00:00Z,496.91,31.84,16.44,50.33,20.33,0.37,64,Moderate air quality
-71.0603,42.3586,02293,2023-11-05T20:00:00Z,198.69,23.53,38.15,57.24,17.03,0.37,64,Moderate air quality
-71.0603,42.3586,02293,2023-11-06T00:00:00Z,298.47,45.01,37.26,50.38,17.26,0.2,65,Moderate air quality
-71.0603,42.3586,02293,2023-11-06T04:00:00Z,446.2,27.41,20.6,29.29,18.37,0.27,65,Moderate air quality
-71.0603,42.3586,02293,2023-11-06T08:00:00Z,447.33,28.03,10.55,28.86,12.02,0.2,63,Moderate air quality
-71.0603,42.3586,02293,2023-11-06T12:00:00Z,198.48,18.25,22.57,32.14,10.83,0.17,59,Moderate air quality
-71.0603,42.3586,02293,2023-11-06T16:00:00Z,299.84,32.6,11.24,36.24,14.3,0.3,57,Moderate air quality
-71.0603,42.3586,02293,2023-11-06T20:00:00Z,149.27,19.31,28.5,33.16,10.35,0.27,55,Moderate air quality
-71.0603,42.3586,02293,2023-11-07T00:00:00Z,200.04,53.42,26.39,53.88,12.68,0.4,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-07T04:00:00Z,249.24,21.04,16.82,32.99,13.72,0.4,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-07T08:00:00Z,199.99,15.69,25.41,37.12,13.24,0.3,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-07T12:00:00Z,198.67,22.38,37.58,36.94,14.05,0.4,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-07T16:00:00Z,298.48,29.71,42.02,43.84,21.83,0.4,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-07T20:00:00Z,298.48,24.27,45.24,62.12,22.06,0.23,59,Moderate air quality
-71.0603,42.3586,02293,2023-11-08T00:00:00Z,298.33,60.97,35.42,61.81,19.52,0.3,61,Moderate air quality
-71.0603,42.3586,02293,2023-11-08T04:00:00Z,249.03,15.79,25.48,31.01,8.12,0.27,60,Moderate air quality
-71.0603,42.3586,02293,2023-11-08T08:00:00Z,249.05,23.55,24.34,46.94,5.88,0.27,59,Moderate air quality
-71.0603,42.3586,02293,2023-11-08T12:00:00Z,198.48,13.05,22.43,25.52,6.81,0.17,56,Moderate air quality
-71.0603,42.3586,02293,2023-11-08T16:00:00Z,249.05,22.12,30.27,38.15,9.74,0.2,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-08T20:00:00Z,249.03,49.95,28.38,47.08,8.77,0.23,47,Good air quality
-71.0603,42.3586,02293,2023-11-09T00:00:00Z,298.28,58.01,19.08,49.73,11.19,0.3,55,Moderate air quality
-71.0603,42.3586,02293,2023-11-09T04:00:00Z,298.25,17.56,19.92,46.15,9.05,0.17,37,Good air quality
-71.0603,42.3586,02293,2023-11-09T08:00:00Z,199.8,17.56,22.53,34.38,10.22,0.2,38,Good air quality
-71.0603,42.3586,02293,2023-11-09T12:00:00Z,249.03,24.58,13.86,23.98,6.62,0.17,39,Good air quality
-71.0603,42.3586,02293,2023-11-09T16:00:00Z,398.24,63.64,4.39,56.68,11.9,0.47,61,Moderate air quality
-71.0603,42.3586,02293,2023-11-09T20:00:00Z,299.81,53.37,8.41,55.24,10.2,0.37,50,Good air quality
-71.0603,42.3586,02293,2023-11-10T00:00:00Z,496.77,27.11,2.23,45.89,20.7,0.63,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-10T04:00:00Z,447.57,23.3,1.27,35.43,19.11,0.37,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-10T08:00:00Z,299.76,16.65,18.15,38.85,13.77,0.2,57,Moderate air quality
-71.0603,42.3586,02293,2023-11-10T12:00:00Z,349.04,23.63,5.24,30.29,11.22,0.17,58,Moderate air quality
-71.0603,42.3586,02293,2023-11-10T16:00:00Z,347.8,27.55,12.31,42.31,14.1,0.37,59,Moderate air quality
-71.0603,42.3586,02293,2023-11-10T20:00:00Z,298.28,31.85,20.42,53.68,14.95,0.33,60,Moderate air quality
-71.0603,42.3586,02293,2023-11-11T00:00:00Z,398.09,28.99,21.47,48.69,13.84,0.17,56,Moderate air quality
-71.0603,42.3586,02293,2023-11-11T04:00:00Z,398.3,34.3,14.08,36.34,13.92,0.2,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-11T08:00:00Z,347.72,24.93,8.51,27.78,9.94,0.23,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-11T12:00:00Z,298.28,16.91,19.45,30.83,7.01,0.17,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-11T16:00:00Z,298.47,18.31,14.72,24.31,8.7,0.27,50,Good air quality
-71.0603,42.3586,02293,2023-11-11T20:00:00Z,249.03,19.2,29.26,45,10.99,0.2,47,Good air quality
-71.0603,42.3586,02293,2023-11-12T00:00:00Z,249.05,25.02,29.52,26.25,10.92,0.13,46,Good air quality
-71.0603,42.3586,02293,2023-11-12T04:00:00Z,249.26,35.06,27.33,25.99,11.9,0.17,44,Good air quality
-71.0603,42.3586,02293,2023-11-12T08:00:00Z,298.49,20.28,20.74,25.27,10.17,0.23,43,Good air quality
-71.0603,42.3586,02293,2023-11-12T12:00:00Z,249.24,20.52,24.09,34.4,6.96,0.13,42,Good air quality
-71.0603,42.3586,02293,2023-11-12T16:00:00Z,298.25,19.48,24.07,31.65,11.29,0.17,42,Good air quality
-71.0603,42.3586,02293,2023-11-12T20:00:00Z,249.03,16.01,31.12,39.1,13.84,0.13,44,Good air quality
-71.0603,42.3586,02293,2023-11-13T00:00:00Z,249.23,32.52,30.37,47.7,13.13,0.13,46,Good air quality
-71.0603,42.3586,02293,2023-11-13T04:00:00Z,499.4,28.35,6.44,32.48,16.39,0.3,49,Good air quality
-71.0603,42.3586,02293,2023-11-13T08:00:00Z,350.34,13.56,25.01,53.44,11.76,0.13,51,Moderate air quality
-71.0603,42.3586,02293,2023-11-13T12:00:00Z,398.24,25.43,5.86,29.39,12.05,0.2,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-13T16:00:00Z,349.03,30.95,16.07,40.96,15.06,0.33,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-13T20:00:00Z,349,22.8,25.31,30.49,13.19,0.23,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-14T00:00:00Z,349.04,26.39,16.71,45.53,14.15,0.23,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-14T04:00:00Z,298.28,19.54,26.9,46.47,11.49,0.2,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-14T08:00:00Z,348.99,25.73,14.14,28.65,7.93,0.17,50,Good air quality
-71.0603,42.3586,02293,2023-11-14T12:00:00Z,298.47,27.02,11.41,37.23,12.01,0.17,50,Good air quality
-71.0603,42.3586,02293,2023-11-14T16:00:00Z,398.29,34.49,12.65,36.07,19.52,0.4,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-14T20:00:00Z,348.99,20.37,24.44,35.62,20.42,0.3,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-15T00:00:00Z,349.04,53.24,22.54,51.82,12.36,0.17,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-15T04:00:00Z,349.04,25.44,21.62,36.62,9.75,0.17,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-15T08:00:00Z,298.44,24.33,13.47,27.69,12.46,0.17,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-15T12:00:00Z,498.04,32.19,1.16,39.45,11.55,0.63,54,Moderate air quality
-71.0603,42.3586,02293,2023-11-15T16:00:00Z,596.55,39.87,5.29,32.82,13.47,0.87,52,Moderate air quality
-71.0603,42.3586,02293,2023-11-15T20:00:00Z,398.21,22.59,18.93,23.83,9.82,0.3,50,Good air quality
-71.0603,42.3586,02293,2023-11-16T00:00:00Z,349.04,58.47,14.66,50.37,12.35,0.27,55,Moderate air quality
-71.0603,42.3586,02293,2023-11-16T04:00:00Z,298.48,20.61,15.15,30.9,10.62,0.2,49,Good air quality
-71.0603,42.3586,02293,2023-11-16T08:00:00Z,298.67,23.81,13.19,39.05,10.54,0.23,49,Good air quality
-71.0603,42.3586,02293,2023-11-16T12:00:00Z,298.54,25.72,9.2,37.28,13.7,0.23,49,Good air quality
-71.0603,42.3586,02293,2023-11-16T16:00:00Z,449.16,35.74,11.09,42.57,23.03,0.47,53,Moderate air quality
-71.0603,42.3586,02293,2023-11-16T20:00:00Z,349.13,29.4,26.32,36.78,20.18,0.47,55,Moderate air quality
-71.0603,42.3586,02293,2023-11-17T00:00:00Z,548.95,65.9,16.78,72.76,18.42,0.4,63,Moderate air quality
-71.0603,42.3586,02293,2023-11-17T04:00:00Z,1045.69,37.07,1.95,59.65,24.44,1.44,62,Moderate air quality
-71.0603,42.3586,02293,2023-11-17T08:00:00Z,949.95,27.41,1.48,48.41,26.25,1.06,67,Moderate air quality
-71.0603,42.3586,02293,2023-11-17T12:00:00Z,546.19,30.08,12.1,53.35,27.56,0.23,72,Moderate air quality
-71.0603,42.3586,02293,2023-11-17T16:00:00Z,398.65,32.15,22.37,65.45,20.03,0.33,74,Moderate air quality
-71.0603,42.3586,02293,2023-11-17T20:00:00Z,249.62,22.99,40.01,59.72,8.88,0.23,72,Moderate air quality
-71.06409,42.38168,02129,2023-10-19T04:00:00Z,423.1,15.47,6.39,7.95,4.63,0.32,20,Good air quality
-71.06409,42.38168,02129,2023-10-19T08:00:00Z,323.58,13.63,9.28,8.58,2.98,0.22,20,Good air quality
-71.06409,42.38168,02129,2023-10-19T12:00:00Z,381.62,11.7,9.09,8.66,2.92,0.13,19,Good air quality
-71.06409,42.38168,02129,2023-10-19T16:00:00Z,282.55,13.04,20.28,12.34,5.43,0.32,17,Good air quality
-71.06409,42.38168,02129,2023-10-19T20:00:00Z,241.17,10.88,32.1,6.99,3.29,0.3,19,Good air quality
-71.06409,42.38168,02129,2023-10-20T00:00:00Z,241.3,8.53,29.13,6.16,2.29,0.13,28,Good air quality
-71.06409,42.38168,02129,2023-10-20T04:00:00Z,281.94,7.02,16.58,6.04,1.53,0.23,24,Good air quality
-71.06409,42.38168,02129,2023-10-20T08:00:00Z,281.8,11.06,13.48,5.69,1.95,0.23,15,Good air quality
-71.06409,42.38168,02129,2023-10-20T12:00:00Z,381.19,15.79,8.56,6.16,2.86,0.25,14,Good air quality
-71.06409,42.38168,02129,2023-10-20T16:00:00Z,299.49,17.11,9.84,6.89,3.91,0.47,16,Good air quality
