,zip_code,OZONE_AQI,PM2.5_AQI,year
132,2143,31.304469273743017,34.99452054794521,2019
133,2143,31.083798882681563,33.36986301369863,2021
134,2143,34.41456582633053,30.378082191780823,2022
135,2144,31.72905027932961,40.2534435261708,2017
136,2144,31.565934065934066,43.07988980716254,2018
137,2144,31.304469273743017,34.99452054794521,2019
138,2144,31.53273809523809,33.16081871345029,2021
139,2144,34.41456582633053,30.378082191780823,2022
140,2145,31.72905027932961,31.08433734939759,2017
141,2145,31.565934065934066,35.932203389830505,2018
142,2145,31.304469273743017,33.2169014084507,2019
143,2145,31.083798882681563,28.8393351800554,2021
144,2145,34.40449438202247,29.126373626373628,2022
145,2152,31.72905027932961,31.08433734939759,2017
146,2152,31.565934065934066,35.932203389830505,2018
147,2152,31.304469273743017,33.2169014084507,2019
148,2152,31.083798882681563,28.8393351800554,2021
149,2152,34.41456582633053,29.10136986301369,2022
150,2163,31.72905027932961,40.2534435261708,2017
151,2163,31.565934065934066,43.07988980716254,2018
152,2163,31.304469273743017,34.99452054794521,2019
153,2163,31.083798882681563,33.36986301369863,2021
154,2163,34.41456582633053,30.378082191780823,2022
155,2199,31.72905027932961,40.2534435261708,2017
156,2199,31.565934065934066,43.07988980716254,2018
157,2199,31.304469273743017,34.99452054794521,2019
158,2199,31.083798882681563,33.36986301369863,2021
159,2199,34.41456582633053,30.378082191780823,2022
160,2210,31.72905027932961,40.2534435261708,2017
161,2210,31.565934065934066,43.07988980716254,2018
162,2210,31.182336182336183,34.97486033519553,2019
163,2210,31.083798882681563,33.36986301369863,2021
164,2210,34.41456582633053,30.378082191780823,2022
165,2215,31.72905027932961,40.2534435261708,2017
166,2215,31.565934065934066,43.07988980716254,2018
167,2215,31.304469273743017,34.99452054794521,2019
168,2215,31.083798882681563,33.36986301369863,2021
169,2215,34.41456582633053,30.378082191780823,2022
170,2445,31.72905027932961,40.2534435261708,2017
171,2445,34.8348623853211,46.12385321100918,2018
172,2445,31.304469273743017,34.99452054794521,2019
173,2445,31.083798882681563,33.36986301369863,2021
174,2445,34.41456582633053,30.378082191780823,2022
175,2458,31.72905027932961,40.2534435261708,2017
176,2458,31.565934065934066,43.07988980716254,2018
177,2458,31.304469273743017,34.99452054794521,2019
178,2458,31.083798882681563,33.36986301369863,2021
179,2458,34.41456582633053,30.378082191780823,2022
180,2472,31.72905027932961,40.2534435261708,2017
181,2472,31.565934065934066,43.07988980716254,2018
182,2472,31.304469273743017,34.99452054794521,2019
183,2472,31.083798882681563,33.36986301369863,2021
184,2472,34.41456582633053,30.378082191780823,2022
185,2474,31.72905027932961,31.08433734939759,2017
186,2474,32.47546012269939,35.95886075949367,2018
187,2474,31.304469273743017,33.2169014084507,2019
188,2474,31.083798882681563,28.8393351800554,2021
189,2474,34.41456582633053,29.10136986301369,2022
190,2476,31.72905027932961,40.2534435261708,2017
191,2476,31.585635359116026,43.00277008310249,2018
192,2476,31.304469273743017,34.99452054794521,2019
193,2476,31.083798882681563,33.36986301369863,2021
194,2476,34.41456582633053,30.378082191780823,2022
195,2478,31.72905027932961,40.2534435261708,2017
196,2478,31.565934065934066,43.07988980716254,2018
197,2478,31.304469273743017,34.99452054794521,2019
198,2478,31.083798882681563,33.36986301369863,2021
199,2478,34.41456582633053,30.378082191780823,2022
