MBTA_Bus_Routes_and_Stops
X,Y,STOP_NAME,TOWN
-70.9054880206134,42.2491374393135,Lincoln St opp Bulow Rd,HINGHAM
-70.9122120468448,42.2492163926617,Lincoln St @ Bradley Woods Dr,HINGHAM
-70.9121452778242,42.2492205749009,Lincoln St @ Fottler Rd,HINGHAM
-70.9918657604092,42.2496109189531,Washington St @ Pond St,QUINCY
-71.0124752764496,42.2497238037116,Whitwell St @ Roselin Ave,QUINCY
-70.992045295929,42.2496364748056,Washington St @ Fowler St,QUINCY
-71.1022039173567,42.2500914982417,Blue Hill Ave - Barbara Ln to Valentine Rd (FLAG),MILTON
-70.9176227525822,42.2493473062126,319 Lincoln St,HINGHAM
-70.9176238984969,42.2493473552409,322 Lincoln St,HINGHAM
-71.0726744074941,42.2500390050356,Reedsdale Rd @ Meredith Cir,MILTON
-71.1544273722654,42.2929224085144,Weld St @ Manthorne Rd,BOSTON
-71.1700650443397,42.2929783272649,LaGrange St @ Anderer Ln,BOSTON
-71.1213308878022,42.2928406885166,Washington St @ Archdale Rd,BOSTON
-71.0480084048945,42.2925757815206,Freeport St @ Morrisey Blvd,BOSTON
-71.1621154333012,42.2929886593043,310 Corey St,BOSTON
-71.1904109314744,42.2931093562696,Wiswall Rd @ M Roadway,NEWTON
-71.1522005456172,42.2930001484621,Weld St @ Russet Rd,BOSTON
-71.1542193082866,42.2930202238382,Weld St @ Manthorne Rd,BOSTON
-71.1522966593641,42.2930303518171,Weld St @ Russett Rd,BOSTON
-71.0216354592753,42.292571219421,E Squantum St opp Victory Rd,QUINCY
-71.1495095720527,42.2930635523259,Weld St @ Church St,BOSTON
-71.1492821254617,42.2931325422501,Weld St @ Church St,BOSTON
-71.1176998652243,42.2930378974085,265 Hyde Park Ave opp Eldridge St,BOSTON
-71.1623636866444,42.2932026932386,Corey St @ VFW Pkwy,BOSTON
-71.1434465496115,42.2931563372527,Weld St @ Gretter Rd,BOSTON
-71.1433315657699,42.293167403335,Weld St @ Ravenna Rd,BOSTON
-71.0964468313941,42.2930894721579,Morton St @ Canterbury St,BOSTON
-71.0507434127808,42.2929257987092,Neponset Ave @ S Monroe Ter,BOSTON
-71.137444870668,42.2932435130408,1437 Centre St opp Ardale St,BOSTON
-71.1442837973847,42.2932697882498,Weld St @ Lantern Ln,BOSTON
-71.2352644338785,42.2935456955372,Highland Ave @ Mark Lee Rd,NEEDHAM
-71.1373966021999,42.2932856432669,Centre St @ Ardale St,BOSTON
-71.0507895300574,42.292982563133,Neponset Ave @ Popes Hill St,BOSTON
-70.9521148564671,42.242894744629,Bridge St @ Pratt Ave,WEYMOUTH
-71.0227705722378,42.2432386532742,165 Copeland St,QUINCY
-71.1242796792483,42.2436472092469,Washington St @ Needham Rd,BOSTON
-71.0229905745732,42.2432786521078,Copeland St @ Centre St,QUINCY
-70.9509136699753,42.2429709604259,Bridge St @ Standish St,WEYMOUTH
-70.9507905538049,42.2429786552951,Bridge St @ Newton St,WEYMOUTH
-70.9484813393959,42.2429761577379,Sea St @ Bridge St,WEYMOUTH
-71.1766464711492,42.2438684061763,525 Washington St opp Marion St,DEDHAM
-70.9622932982956,42.2431261949515,Bridge St @ Monatiquot St,WEYMOUTH
-70.9622932982956,42.2431261949515,Bridge St opp Monatiquot St,WEYMOUTH
-70.9768805614118,42.2432386547287,South St @ Cleverly Ct,QUINCY
-71.138455522423,42.2439185937868,River St @ Norton St,BOSTON
-70.8878151810728,42.2429102507206,North St @ South St,HINGHAM
-71.1382274370164,42.2440361387781,1799 River St opp Norton St,BOSTON
-70.9946221137688,42.2435251367383,Scammell St @ Martensen St,QUINCY
-71.123583193012,42.2440374270537,Washington St @ Faraday St,BOSTON
-70.9839365713812,42.2435026660284,South St @ Southern Artery,QUINCY
-70.9839365713812,42.2435026660284,South St @ Southern Artery,QUINCY
-70.9974405679032,42.2436786518433,Quincy Ave opp Water St,QUINCY
-70.9976560042929,42.2438210163696,Quincy Ave @ Water St,QUINCY
-70.9940329568314,42.24381119084,Scammell St @ Dysart St,QUINCY
-70.9898640252982,42.2437944139595,South St opp Winthrop Pk,QUINCY
-70.9896205790371,42.2438252084436,South St @ Winthrop Pk,QUINCY
-70.9464705497359,42.2436386566342,Bridge St opp Blackstone Rd,WEYMOUTH
-70.9461860292133,42.2436626211215,Bridge St @ Blackstone Rd,WEYMOUTH
-71.1296078204213,42.2444820835955,1587 Hyde Park Ave,BOSTON
-71.1296078204213,42.2444820835955,Opp 1575 Hyde Park Ave,BOSTON
-70.8862856930677,42.2434821396568,North St opp Station St,HINGHAM
-70.9439074425802,42.2438779026972,Bridge St @ North St,WEYMOUTH
-70.9436550330003,42.243900962195,Bridge St @ North St,WEYMOUTH
-70.9853858144115,42.2441237045427,South St @ Arnold St,QUINCY
-71.0246827164765,42.2443272424529,Copeland St @ Furnace Brook Pwky,QUINCY
-71.0027786367717,42.2442471875474,School St @ Phipps St,QUINCY
-70.9856167652215,42.2441727913143,South St opp Arnold St,QUINCY
-71.1223685889947,42.2447105988119,Washington St @ Woodglen Rd,BOSTON
-70.9916126073983,42.244218433108,South St opp Keating St,QUINCY
-70.9926899899814,42.2442282330434,Scammell St @ Mary St,QUINCY
-70.942325319322,42.2440139761801,Bridge St opp Lovell St,WEYMOUTH
-71.024902444451,42.2444066026793,Copeland St @ Furnace Brook Pkwy,QUINCY
-71.0102450553894,42.2443463857767,Granite St @ Packards Lane,QUINCY
-70.9420825247007,42.2440389551994,Bridge St @ Lovell St,WEYMOUTH
-71.0573068974918,42.2930178747858,Adams St @ King St,BOSTON
-71.096330286976,42.2931644638586,Morton St @ Canterbury St,BOSTON
-71.1446264162421,42.2933279059197,Weld St @ Burnside Ave,BOSTON
-71.0215686881358,42.2929301974804,E Squantum St @ Victory Rd,QUINCY
-71.0945500531715,42.2932144637893,American Legion Hwy opp Kingbird Rd,BOSTON
-71.1822613263603,42.2935245823514,Fredette Rd @ Sawmill Brook Pkwy,NEWTON
-71.0822846291212,42.2932378156855,Talbot Ave opp Kerwin St,BOSTON
-71.1823332558938,42.2935663885068,Fredette Rd @ Sawmill Brook Pkwy,NEWTON
-71.1625476285413,42.2935239532256,VFW Pkwy @ Corey St,BOSTON
-71.0942739485799,42.2933102714487,American Legion Hwy @ Kingbird Rd,BOSTON
-71.0572788052754,42.2932092691686,Adams St @ King St,BOSTON
-71.0825566169614,42.2933180110563,Talbot Ave @ Kerwin St,BOSTON
-71.235274122247,42.2938524350331,Highland Ave @ Avery Sq,NEEDHAM
-71.1400903484153,42.2936010922674,Weld St @ Cerdan Ave,BOSTON
-71.1400903484153,42.2936010922674,Weld St @ Morey St,BOSTON
-71.0718661408975,42.2934049549034,Washington St @ Melville Ave,BOSTON
-71.1459117726251,42.2936815741783,Weld St @ W Roxbury Pkwy,BOSTON
-71.139004774891,42.2937187135669,Weld St @ Alward Rd,BOSTON
-71.1461306500081,42.293756091976,Weld St @ W Roxbury Pkwy,BOSTON
-71.1388745876976,42.2937395514855,Weld St @ Colby Rd,BOSTON
-71.0621242833852,42.2935632013575,Dorchester Ave @ Centre St,BOSTON
-71.1366310890921,42.2938973215052,Centre St @ Weld St,BOSTON
-71.0620704045949,42.2937368211013,Dorchester Ave @ Centre St,BOSTON
-71.0718993716583,42.2938119983677,Washington St @ Wheatland Ave,BOSTON
-71.1892843881974,42.2942274721473,Wiswall Rd @ Shumaker Path,NEWTON
-71.164716432016,42.2943426510196,Corey St @ Marlin Rd,BOSTON
-71.0880875400927,42.2941125960413,Blue Hill Ave opp Health Ctr,BOSTON
-71.179443278858,42.2944251397912,Spiers Rd @ June Ln,NEWTON
-71.1890223590317,42.2945006758614,Wiswall Rd @ O Roadway,NEWTON
-71.1197236978143,42.2943560066199,Washington St @ Lochdale Rd,BOSTON
-71.0858207755957,42.2942888643487,Talbot Ave opp Nightingale St,BOSTON
-71.1356251002149,42.294500537329,Weld St @ Centre St,BOSTON
-71.1356251002149,42.294500537329,Weld St @ Centre St,BOSTON
-71.0860515978746,42.2943553588461,Talbot Ave @ Nightingale St,BOSTON
-71.13563384934,42.2946265934628,Centre St @ Weld St,BOSTON
-71.1790954557694,42.2947603938446,Spiers Rd @ Dedham St,NEWTON
-71.0522744393253,42.2943719938713,Neponset Ave @ King St,BOSTON
-71.0523268365905,42.2944094229005,Neponset Ave opp King St,BOSTON
-71.1193280234947,42.2947234735469,Washington St @ Aldwin Rd,BOSTON
-71.1304890596572,42.2947719933023,170 Walter St,BOSTON
-71.1304890596572,42.2947719933023,Opp 174 Walter St,BOSTON
-71.1361994138165,42.2465763774896,River St @ Turtle Pond Pkwy,BOSTON
-71.1191003839924,42.2465502029845,Washington St @ Dana Ave,BOSTON
-70.9396738271337,42.2458642094261,Neck St @ Lovell St,WEYMOUTH
-70.9745973433818,42.2460572219521,Washington St @ South St,QUINCY
-70.8828693813361,42.2456320768137,Summer St from Cushing Way to Water St (FLAG),HINGHAM
-71.0058941040282,42.2462634662814,125 Granite St,QUINCY
-70.8827282504873,42.2456845838554,Summer St from Water St to Cushing Way (FLAG),HINGHAM
-71.0163877372388,42.2463306805928,Opp 150 Quarry St,QUINCY
-71.0163877372388,42.2463306805928,150 Quarry St,QUINCY
-70.9750471914421,42.2461641388744,Washington St @ Baker Ave,QUINCY
-71.0058684707401,42.2463046794925,Opp 125 Granite St,QUINCY
-71.0326330221392,42.2464799872681,Willard St @ Bates Ave,QUINCY
-70.8873145717554,42.2458830558356,Otis St @ Ship St,HINGHAM
-70.8873145717554,42.2458830558356,Otis St opp Ship St,HINGHAM
-71.1253195247857,42.246992490488,Truman Hwy @ Tyler St,BOSTON
-70.9763407336223,42.2464733831196,Washington St @ Cleverly Ct,QUINCY
-71.0008045768138,42.24668544075,Hancock St @ Walter J Hannon Pkwy,QUINCY
-70.9767825596679,42.2465826541565,585 Washington St,QUINCY
-71.1348219574702,42.2474015727987,Opposite 1608 River St,BOSTON
-71.1738709295281,42.2475571794697,Washington St @ School St,DEDHAM
-71.1175643456198,42.2474210018593,Summit St @ Neponset Ave,BOSTON
-70.9781185617147,42.2469286534268,Washington St @ Chubbuck St,QUINCY
-71.0333403104208,42.2473160231173,Willard St opp California Ave,QUINCY
-71.0674666518992,42.2474937128851,Pleasant St @ Reedsdale Rd,MILTON
-70.9316325464151,42.2469206555435,Bridge St @ Riverway Plaza,WEYMOUTH
-70.9318305469683,42.2469586558917,Bridge St opp Riverway Plaza,WEYMOUTH
-70.9397951055964,42.2470103752169,274 Neck St,WEYMOUTH
-71.067425479482,42.2475653485458,Pleasant St @ Reedsdale Rd,MILTON
-71.0334695188752,42.247471687469,Willard St @ California Ave,QUINCY
-70.9800935678877,42.2474480859064,Washington St @ Broadway,QUINCY
-70.9803601220602,42.2475242449616,Washington St @ Lebanon St,QUINCY
-71.1165368302609,42.2481209258622,Williams St @ Summit St,BOSTON
-71.0051315696751,42.2477106542287,Whitwell St @ Granite St,QUINCY
-71.1733106531232,42.2483124448063,Washington St @ High St,DEDHAM
-71.0056821266328,42.2479451407028,Whitwell St @ Dixwell Ave,QUINCY
-71.1240358474167,42.248397991569,Truman Hwy @ Chittick Rd,BOSTON
-71.1270012587032,42.2484678491568,Hyde Park Ave @ Glenwood Ave,BOSTON
-70.9817703407316,42.2479065014214,Washington St @ Beacon St,QUINCY
-71.019741239967,42.2480928842702,Opp. 254 Quarry St,QUINCY
-71.1317210978012,42.2485343332677,Opp 1557 River St,BOSTON
-71.0015593852242,42.2480827128488,Hancock St @ Cottage Ave,QUINCY
-70.9439053037611,42.229933102161,North St @ Church St,WEYMOUTH
-70.9439053037611,42.229933102161,North St @ Green St,WEYMOUTH
-71.00536629202,42.2303478511922,Opp 41 Independence Ave,BRAINTREE
-70.9917880848177,42.2303435123496,Commercial St @ John Paul Circle,BRAINTREE
-71.0711405918574,42.2307686511498,Randolph Ave opp Hillside St,MILTON
-70.9922840331514,42.2305474047487,Commercial St @ Bower Rd,BRAINTREE
-70.9725535569053,42.2304706515504,Quincy Ave @ Harbor Villa Ave,BRAINTREE
-70.9741053932963,42.2305232866222,Hayward St opp Marietta Ave,BRAINTREE
-71.0054593167248,42.2307590254405,41 Independence Ave,BRAINTREE
-70.9739051754155,42.2306253142299,Hayward St @ Marietta Ave,BRAINTREE
-70.9728235579474,42.2306686541637,Quincy Ave @ Hayward St,BRAINTREE
-71.1849023592943,42.2314910848296,Washington St opp Holiday Inn,DEDHAM
-71.0710352940658,42.2312756203001,Randolph Ave @ Hillside St,MILTON
-71.1848102310552,42.2316683231151,Washington St @ Holiday Inn,DEDHAM
-70.9785083715477,42.2309531808132,Shaw St @ Dewey Rd,BRAINTREE
-70.9786303628499,42.2311150577894,Shaw St opp Dewey Rd,BRAINTREE
-71.0708401286164,42.2318352448593,Randolph Ave @ Hilltop St,MILTON
-70.9446707405964,42.2313117582939,North St @ Abigail Adams Circle,WEYMOUTH
-71.0707748076391,42.2320069001209,Randolph Ave opp Hilltop St,MILTON
-70.9446997633038,42.2314709458445,North St @ East St,WEYMOUTH
-70.8799369750975,42.231142298728,Main St @ Firehouse,HINGHAM
-71.0300011303775,42.2318957811468,Willard St @ St Moritz Ave,QUINCY
-70.8868235520233,42.2312598569175,Central St @ Central Jr HS,HINGHAM
-71.0056988807591,42.2318956833091,Independence Ave @ Lurton St,QUINCY
-70.9940215985003,42.231896530202,Commercial St @ John Paul Circle,BRAINTREE
-71.0298969910116,42.2320651676756,Willard St opp St Moritz Ave,QUINCY
-71.0057275387626,42.2320753272475,Independence Ave opp Lurton St,QUINCY
-70.9941733970875,42.2320289184974,Commercial St opp John Paul Circle,BRAINTREE
-71.1840385071449,42.2331411263755,Washington St opp Fay Rd,DEDHAM
-70.9750280998302,42.2323961843413,Quincy Ave opp Dewey Rd,BRAINTREE
-70.9751854223465,42.2325193165802,Quincy Ave @ Dewey Rd,BRAINTREE
-71.007539595662,42.2329132708289,Quincy Adams Busway - Red Line,QUINCY
-70.9963965188247,42.2332531347538,Franklin St @ Penns Hill Rd,QUINCY
-71.00601681347,42.2333317287611,Independence Ave @ Verchild St,QUINCY
-70.9966268422807,42.2332996336541,Franklin St opp Penns Hill Rd,QUINCY
-70.8800789544775,42.2328702325323,Main St @ Playground,HINGHAM
-71.0289906804227,42.2335970606895,710 Willard St,QUINCY
-71.006034202977,42.2335122459941,Independence Ave opp Verchild St,QUINCY
-70.9978964055094,42.2336077236859,Franklin St @ Viden Rd,QUINCY
-71.0288805747243,42.2337886523682,Opp 710 Willard St,QUINCY
-70.9449064479754,42.2334172663745,North St @ Colasanti Rd,WEYMOUTH
-70.9982128411781,42.233696717408,Franklin St @ HooverAve,QUINCY
-70.9802277918983,42.2336929027774,Shaw St @ Quintree Mall,BRAINTREE
-71.010940855253,42.2338700348908,Centre St @ Crown Colony Dr,QUINCY
-70.8872159419632,42.2332863300581,Central St @ Garrison Rd,HINGHAM
-71.0153649717308,42.2424476843591,Copeland St @ Granite St,QUINCY
-71.015447425243,42.2424541932878,Copeland St @ Granite St,QUINCY
-71.0694152399369,42.24271712902,Randolph Ave @ Access Rd,MILTON
-71.1435417635088,42.2430054956794,River St @ Ernest Ave,BOSTON
-71.0035149881129,42.2424909748695,Franklin St @ Guild St,QUINCY
-71.0171955090088,42.2425919919109,35 Copeland St,QUINCY
-71.1432189877852,42.2430643688278,River St @ Solaris Rd,BOSTON
-71.017427142436,42.2426098792077,38 Copeland St,QUINCY
-71.0694079502616,42.2429015809235,Randolph Ave @ Reed St,MILTON
-71.0194047648754,42.2427864382746,Copeland St @ Buckley St,QUINCY
-71.1770946218849,42.2433446080208,Washington St @ Richards St,DEDHAM
-71.0196477192329,42.2428074934715,Copeland St opp Buckley St,QUINCY
-71.1403694133126,42.2432510590172,River St @ Vallaro Rd,BOSTON
-71.1400975752212,42.2432760675269,River St opp Vallaro Rd,BOSTON
-71.177056067857,42.2433900172614,Washington St @ Metcalf St,DEDHAM
-70.9592336703976,42.2425827280037,Bridge St opp Evans St,WEYMOUTH
-70.9595698808137,42.2425966483975,Bridge St @ Evans St,WEYMOUTH
-70.9474722359492,42.2425444611612,Sea St opp Pearl St,WEYMOUTH
-70.9572943615644,42.2425983382502,Bridge St @ Sherwood Rd,WEYMOUTH
-70.9572943615644,42.2425983382502,Bridge St opp Sherwood Rd,WEYMOUTH
-70.9604326902201,42.2426342080022,Bridge St @ Bluff Rd,WEYMOUTH
-70.9605305528869,42.2426386563604,Bridge St opp Bluff Rd,WEYMOUTH
-70.9960283842283,42.2428113285452,Quincy Ave @ Blanchard Rd,QUINCY
-70.9960996879036,42.242850431672,Quincy Ave @ Scammell St,QUINCY
-70.9559279844069,42.2426713152847,Bridge St opp Birchbrow Ave,WEYMOUTH
-70.9556869941749,42.2426844014658,Bridge St @ Birchbrow Ave,WEYMOUTH
-70.9477441820296,42.2426492902742,Sea St @ Pearl St,WEYMOUTH
-70.9547767620109,42.2427348454786,Bridge St @ Bartlett St,WEYMOUTH
-71.1339899826002,42.2434509441634,Readville St opp Waterloo St,BOSTON
-70.9546312186977,42.2427421228286,Bridge St @ Princeton Ave,WEYMOUTH
-70.954093683608,42.242775539123,Bridge St @ Bayview St,WEYMOUTH
-71.1339686442444,42.2435133926345,Readville St @ Waterloo St,BOSTON
-70.9530836890795,42.2428303461682,309 Bridge Street,WEYMOUTH
-71.1319562883008,42.2435497789529,Neponset Valley Pkwy @ Westighouse Ind Park,BOSTON
-70.9524048819305,42.2428759622611,Bridge St @ Fairlawn Ave,WEYMOUTH
-70.9918872287411,42.2443044614289,South St @ Keating St,QUINCY
-71.0103164111009,42.2444008044946,Granite St @ Packards Lane,QUINCY
-70.9867059346378,42.2443146100581,South St opp Main St,QUINCY
-70.9868065199917,42.2443267665789,South St @ Main St,QUINCY
-71.1359234253367,42.2449066019455,Neponset Valley Pkwy @ River St,BOSTON
-71.1359817484856,42.2449489402189,Neponset Valley Parkway @ River St,BOSTON
-71.1363279040524,42.2450046194068,River St @ Neponset Valley Pkwy,BOSTON
-71.1362774956623,42.2451119366649,River St opp Neponset Valley Pkwy,BOSTON
-70.9402287650217,42.2443854632179,Bridge St @ Green St,WEYMOUTH
-70.8840197901291,42.2441677529839,Station St - Hingham Depot,HINGHAM
-70.9399277915292,42.2444772331665,Bridge St @ Neck St,WEYMOUTH
-70.940013934101,42.2445031657576,Neck St @ Bridge St,WEYMOUTH
-71.1752670397901,42.2454452171001,445 Washington St @ Worthington St.,DEDHAM
-71.0014903278973,42.2448289406265,School St opp Gay St,QUINCY
-71.0264805662458,42.2449395796916,Copeland St @ Cross St,QUINCY
-70.9399989785529,42.2445612453214,Neck St @ Bridge St,WEYMOUTH
-71.0693398583841,42.245137085872,Randolph Ave @ Pleasant St,MILTON
-71.0266988271168,42.2450081275379,Copeland St @ Cross St,QUINCY
-71.1211205849723,42.2454068736511,Washington St @ Chittick Rd,BOSTON
-71.0693345325644,42.2453165204194,Randolph Ave opp Pleasant St,MILTON
-71.1750107354875,42.2457157891701,450 Washington St,DEDHAM
-71.0277316991018,42.245270639882,Copeland St opp Furnace Ave,QUINCY
-71.0279637950523,42.2453099514254,Copeland St @ Furnace Ave,QUINCY
-71.0000085953312,42.2453114424683,Quincy Ave @ School St,QUINCY
-71.0302570519549,42.2454413487886,Copeland St opp Badgers Ln,QUINCY
-70.9721915572212,42.2451986566328,Washington St @ Fore River Bridge,QUINCY
-71.0300115718369,42.2454507408641,Copeland St @ Badgers Ln,QUINCY
-71.0317511787905,42.2454669581711,307 Willard St,QUINCY
-70.8848242183088,42.2447906364552,North St @ Otis St,HINGHAM
-70.8847408144387,42.2448117360101,North St @ Otis St,HINGHAM
-71.0317901887796,42.2455119078649,Willard St @ Copeland St,QUINCY
-71.1202703544037,42.2458885249564,Washington St @ Garfield Ave,BOSTON
-71.0002687409571,42.2455366339396,Hancock St @ Elm st,QUINCY
-71.1289306793038,42.2461128416398,1532 Hyde Park Ave opp Reservation Rd,BOSTON
-71.0004223502275,42.2458641447986,Hancock St @ Hancock Court,QUINCY
-71.1362656518963,42.246386798916,River St opp Turtle Pond Pkwy,BOSTON
-71.1363208273141,42.2464023266677,Turtle Pond Pkwy @ River St,BOSTON
-71.1286648238534,42.2464558537689,Hyde Park Ave @ Reservation Rd,BOSTON
-70.9396956308027,42.2456929203104,Neck St opp Lovell St,WEYMOUTH
-71.1363920143323,42.2465748116293,Turtle Pond Pkwy @ River St,BOSTON
-71.0031280732537,42.2515855103835,1250 Hancock St,QUINCY
-70.966636429322,42.2514246909313,Palmer St @ Taffrail Rd,QUINCY
-71.1310087922073,42.2521135827108,River St @ Reservation Rd,BOSTON
-71.1094572347182,42.2521157073565,Summit St @ Metropolitan Ave,MILTON
-71.1309583036529,42.2522321448125,River St @ Reservation Rd,BOSTON
-70.964321017049,42.2516177587768,Taffrail Rd @ Bicknell St,QUINCY
-71.1143863714325,42.2522335928707,Highland St @ Albion St,BOSTON
-71.1310115442012,42.2523000712322,Reservation Rd @ River St,BOSTON
-70.9641153594478,42.2516717345356,Bicknell St @ Binnacle Lane,QUINCY
-71.0059417852345,42.2518640955308,Burgin Pkwy @ Quincy Center Station,QUINCY
-71.131048736867,42.2523475234945,Reservation Rd @ River St,BOSTON
-71.0360249655732,42.2521956825844,Robertson St @ Quarry St,QUINCY
-71.00518650743,42.2520747466118,Quincy Center Bus Station,QUINCY
-71.00518650743,42.2520747466118,Quincy Center Bus Station,QUINCY
-71.00518650743,42.2520747466118,Quincy Center Bus Station,QUINCY
-71.00518650743,42.2520747466118,Quincy Center Bus Station,QUINCY
-71.00518650743,42.2520747466118,Quincy Center Bus Station,QUINCY
-71.1179849217337,42.2525559282285,Beacon St @ Fairmount Ave,BOSTON
-71.1135010390733,42.2525508013534,Milton Ave @ Highland St,BOSTON
-71.0358932775311,42.2523375247418,Robertson St @ Quarry St,QUINCY
-71.1183923708486,42.2526564754919,Fairmount Ave @ Truman Hwy,BOSTON
-70.997061541603,42.2522015262643,McGrath Hwy @ Brackett St,QUINCY
-71.1184506271749,42.2527131850067,Fairmount Ave @ Truman Hwy,BOSTON
-70.9969394919101,42.252364638953,McGrath Hwy opp Brackett St,QUINCY
-71.1301224051901,42.2529739096994,River St @ Winslow St,BOSTON
-71.1300710498627,42.253017596389,River St @ Adams St,BOSTON
-70.9382873349406,42.2522859342645,Neck St @ Regatta Rd,WEYMOUTH
-70.9382873349406,42.2522859342645,Neck St opp Regatta Rd,WEYMOUTH
-71.0250231564984,42.2527348804219,Common St @ Hilltop St,QUINCY
-70.9216381273195,42.2523021539915,Hingham Shipyard @ Loop,HINGHAM
-71.0353009220539,42.2529687645467,Robertson St @ Ballou St,QUINCY
-71.0523940387996,42.2530567511997,Opp 80 Edgehill Rd,MILTON
-71.1391462558156,42.2533824320398,Turtle Pond Pkwy @ Alwin St,BOSTON
-71.035234238681,42.2530494902738,Robertson St @ Connell St,QUINCY
-71.0177421112264,42.2529839308307,Adams St @ Grenwold Rd,QUINCY
-71.0522187072666,42.2531647008184,80 Edgehill Rd,MILTON
-70.9653988893657,42.2528208102377,Bicknell St @ Yardarm Ln,QUINCY
-71.0173205771332,42.2531286529335,Adams st @ Whitwell St,QUINCY
-71.0000350091492,42.2530808637992,Coddington St @ Quincy YMCA,QUINCY
-71.1320765401184,42.2535805669941,Reservation Rd @ Thompson St,BOSTON
-71.0999371686856,42.3359077176237,Huntington Ave @ Longwood Ave,BOSTON
-71.0331811040312,42.3356790587158,E Broadway @ M St,BOSTON
-71.0331811040312,42.3356790587158,E Broadway @ M St,BOSTON
-71.0354454110338,42.3357049159792,L St @ Broadway,BOSTON
-71.0739825196459,42.3358596699713,Harrison Ave @ Worcester Sq,BOSTON
-71.031435421087,42.3357024113421,E Broadway @ N St,BOSTON
-71.0310911405198,42.3357077058339,E Broadway @ N St,BOSTON
-71.0701919354408,42.3358647426133,Albany St opp E Newton St,BOSTON
-71.0250684739124,42.3356960824819,Farragut Rd @ Broadway,BOSTON
-71.0514384520848,42.3358066882185,W 6th St @ E St,BOSTON
-71.10020987678,42.3359915202607,Huntington Ave @ Longwood Ave,BOSTON
-71.1206463672554,42.3360792725281,Harvard St @ Aspinwall Ave,BROOKLINE
-71.0290390062113,42.3357407904676,E Broadway @ O St,BOSTON
-71.035447301957,42.3357714816459,L St @ Broadway,BOSTON
-71.0273084633019,42.3357693542819,E Broadway @ P St,BOSTON
-71.0251955326037,42.3358080127809,E Broadway @ Farragut Rd,BOSTON
-71.1511672462054,42.3362721725497,Chestnut Hill Ave @ Beacon St,BOSTON
-71.027187733945,42.3358357543944,P St @ E Broadway,BOSTON
-71.0888726654313,42.3363231134281,Ruggles Station - Lane 2,BOSTON
-71.2531558730484,42.3367936541133,Riverside Sta,NEWTON
-71.0467695790178,42.3361679864216,442 W Broadway,BOSTON
-71.076863736881,42.3363447215654,Massachusetts Ave @ Washington St,BOSTON
-71.0771981609204,42.3363464381019,Washington St @ Massachusetts Ave,BOSTON
-71.0539642003283,42.3362955643171,W 7th St @ D St,BOSTON
-71.0771380442277,42.3363919744496,Washington St @ Massachusetts Ave,BOSTON
-71.0890136821784,42.3364423123321,Ruggles Station - Lane 1,BOSTON
-71.0540374392926,42.336342454035,W 7th St @ D St,BOSTON
-71.0897070543279,42.3366295237695,Ruggles Sta - Upper Level,BOSTON
-71.0770070475397,42.336595917839,Massachusetts Ave @ Washington St,BOSTON
-71.0710062562422,42.3366579069289,88 E Newton St,BOSTON
-71.0931793864676,42.336784968661,Ruggles St @ Annunciation Rd,BOSTON
-71.1688104854275,42.251957464841,245 Washington St,DEDHAM
-71.0022405062226,42.2513675305604,Washington St @ Coddington St,QUINCY
-70.9652967988021,42.2512105045603,26 Taffrail Rd,QUINCY
-71.0549419380689,42.2516037907136,Edgehill Rd @ Pleasant St,MILTON
-70.963173329403,42.2512409221485,Bicknell St @ O'Brien Towers Driveway,QUINCY
-70.9030194181693,42.2510349490031,Downer Ave @ Condito Rd,HINGHAM
-71.0022752232354,42.2515148238874,Coddington St @ Washington St,QUINCY
-70.9030157506506,42.2510843980571,Downer Ave opp Condito Rd,HINGHAM
-71.1252931319034,42.252045916805,Opp 1344 Hyde Park Ave - Blake Estates,BOSTON
-71.1252931319034,42.252045916805,1344 Hyde Park Ave @ Blake Estates,BOSTON
-71.1320765401184,42.2535805669941,229 Reservation Rd opp Thompson St,BOSTON
-71.0763515179218,42.2533968350135,184 Reedsdale Rd,MILTON
-70.999886534766,42.2531783846704,Coddington St @ Quincy High School,QUINCY
-71.1420155080519,42.2537177391133,Alwin St @ Leighton Rd,BOSTON
-70.8930549209262,42.2526738916762,154 Otis St,HINGHAM
-70.8930549209262,42.2526738916762,Opp 154 Otis St,HINGHAM
-71.1420842409768,42.2537219264497,Alwin St opp Leighton Rd,BOSTON
-71.1664044633206,42.2538657032261,Washington St @ Incinerator Rd,DEDHAM
-71.1685150508973,42.2538729406552,Dedham Mall @ Old Navy,DEDHAM
-71.1400951706619,42.253828803263,Alwin St @ Stonehill Rd,BOSTON
-71.138982474393,42.2538664656381,Turtle Pond Pkwy @ Alwin St,BOSTON
-71.0250552270075,42.2534907838719,Adams St @ Furnace Brook Pkwy,QUINCY
-70.9024797815969,42.2529196639544,Downer Ave opp Planters Field Ln,HINGHAM
-71.1395871057762,42.2539374952406,Alwin St @ Turtle Pond Pkwy,BOSTON
-71.0767121665806,42.2537290820158,opp 182 Reedsdale Rd @ MIlton Hospital,MILTON
-71.1155952959119,42.2539195383636,Beacon St @ Albion St,BOSTON
-71.1110118398012,42.2539305810508,Metropolitan Ave @ Highland St,BOSTON
-70.9663205574796,42.2535386570731,Palmer St @ Shed St,QUINCY
-70.9663632456211,42.253584882341,375 Palmer St,QUINCY
-71.1197985561892,42.254229928788,Fairmount Ave opp Nott St,BOSTON
