"Label (Grouping)","ZCTA5 02108","ZCTA5 02109","ZCTA5 02110","ZCTA5 02111","ZCTA5 02113","ZCTA5 02114","ZCTA5 02115","ZCTA5 02116","ZCTA5 02118","ZCTA5 02119","ZCTA5 02120","ZCTA5 02121","ZCTA5 02122","ZCTA5 02124","ZCTA5 02125","ZCTA5 02126","ZCTA5 02127","ZCTA5 02128","ZCTA5 02129","ZCTA5 02130","ZCTA5 02131","ZCTA5 02132","ZCTA5 02133","ZCTA5 02134","ZCTA5 02135","ZCTA5 02136","ZCTA5 02163","ZCTA5 02199","ZCTA5 02203","ZCTA5 02205","ZCTA5 02210","ZCTA5 02215","ZCTA5 02445","ZCTA5 02446","ZCTA5 02467"
"Total","4,228","3,921","2,921","9,716","7,126","14,469","31,604","23,408","29,073","29,175","17,578","28,766","24,385","50,972","34,926","22,734","37,939","43,066","19,120","38,284","30,544","27,111","56","21,707","47,232","35,102","1,391","1,574","0","10","5,808","26,926","22,499","31,957","22,626"
