,DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName,zipCode
1879,2022-01-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,40,1,Good,2108
1880,2022-01-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,24,1,Good,2108
1881,2022-01-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,65,2,Moderate,2108
1882,2022-01-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1883,2022-01-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,35,1,Good,2108
1884,2022-01-30,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
1885,2022-01-30,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,41,1,Good,2108
1886,2022-01-31,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
1887,2022-01-31,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,58,2,Moderate,2108
1888,2022-02-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,15,1,Good,2108
1889,2022-02-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,56,2,Moderate,2108
1890,2022-02-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,19,1,Good,2108
1891,2022-02-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,68,2,Moderate,2108
1892,2022-02-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,19,1,Good,2108
1893,2022-02-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,56,2,Moderate,2108
1894,2022-02-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,27,1,Good,2108
1895,2022-02-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
1896,2022-02-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
1897,2022-02-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
1898,2022-02-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1899,2022-02-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,40,1,Good,2108
1900,2022-02-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,49,1,Good,2108
1901,2022-02-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,35,1,Good,2108
1902,2022-02-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,27,1,Good,2108
1903,2022-02-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,37,1,Good,2108
1904,2022-02-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1905,2022-02-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,40,1,Good,2108
1906,2022-02-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
1907,2022-02-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,31,1,Good,2108
1908,2022-02-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
1909,2022-02-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
1910,2022-02-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,25,1,Good,2108
1911,2022-02-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,35,1,Good,2108
1912,2022-02-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
1913,2022-02-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,46,1,Good,2108
1914,2022-02-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
1915,2022-02-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,38,1,Good,2108
1916,2022-02-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
1917,2022-02-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,38,1,Good,2108
1918,2022-02-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
1919,2022-02-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,31,1,Good,2108
1920,2022-02-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1921,2022-02-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,16,1,Good,2108
1922,2022-02-19,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
1923,2022-02-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
1924,2022-02-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1925,2022-02-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
1926,2022-02-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
1927,2022-02-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,37,1,Good,2108
1928,2022-02-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
1929,2022-02-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,57,2,Moderate,2108
1930,2022-02-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
1931,2022-02-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,31,1,Good,2108
1932,2022-02-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
1933,2022-02-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
1934,2022-02-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,25,1,Good,2108
1935,2022-02-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
1936,2022-02-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
1937,2022-02-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,43,1,Good,2108
1938,2022-02-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
1939,2022-02-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,45,1,Good,2108
1940,2022-02-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
1941,2022-02-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,49,1,Good,2108
1937,2022-03-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
1938,2022-03-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,47,1,Good,2108
1939,2022-03-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
1940,2022-03-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,43,1,Good,2108
1941,2022-03-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
1942,2022-03-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,35,1,Good,2108
1943,2022-03-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
1944,2022-03-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
1945,2022-03-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
1946,2022-03-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,40,1,Good,2108
1947,2022-03-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
1948,2022-03-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,59,2,Moderate,2108
1949,2022-03-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1950,2022-03-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,48,1,Good,2108
1951,2022-03-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
1952,2022-03-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,12,1,Good,2108
1953,2022-03-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,24,1,Good,2108
1954,2022-03-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
1955,2022-03-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
1956,2022-03-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,52,2,Moderate,2108
1957,2022-03-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
1958,2022-03-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,57,2,Moderate,2108
1959,2022-03-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
1960,2022-03-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
1961,2022-03-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
1962,2022-03-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
1963,2022-03-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
1964,2022-03-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,43,1,Good,2108
1965,2022-03-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
1966,2022-03-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,43,1,Good,2108
1967,2022-03-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
1968,2022-03-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,51,2,Moderate,2108
1969,2022-03-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,21,1,Good,2108
1970,2022-03-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,60,2,Moderate,2108
1971,2022-03-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
1972,2022-03-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,59,2,Moderate,2108
1973,2022-03-19,0,EST,Boston,MA,42.35657,-71.06516,OZONE,20,1,Good,2108
1974,2022-03-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,43,1,Good,2108
1975,2022-03-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
1976,2022-03-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,18,1,Good,2108
1977,2022-03-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
1978,2022-03-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,13,1,Good,2108
1979,2022-03-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
1980,2022-03-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,14,1,Good,2108
1981,2022-03-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
1982,2022-03-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,18,1,Good,2108
1983,2022-03-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
1984,2022-03-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,16,1,Good,2108
1985,2022-03-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
1986,2022-03-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,17,1,Good,2108
1987,2022-03-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
1988,2022-03-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,19,1,Good,2108
1989,2022-03-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,25,1,Good,2108
1990,2022-03-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,11,1,Good,2108
1991,2022-03-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,27,1,Good,2108
1992,2022-03-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
1993,2022-03-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
1994,2022-03-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
1995,2022-03-30,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
1996,2022-03-30,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,16,1,Good,2108
1997,2022-03-31,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
1998,2022-03-31,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,45,1,Good,2108
1999,2022-04-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
2000,2022-04-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
2001,2022-04-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
2002,2022-04-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
2003,2022-04-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
2004,2022-04-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
2005,2022-04-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
2006,2022-04-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
2007,2022-04-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
2008,2022-04-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
2009,2022-04-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
2010,2022-04-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
2011,2022-04-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
2012,2022-04-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,38,1,Good,2108
2013,2022-04-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
2014,2022-04-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
2015,2022-04-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
2016,2022-04-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
2017,2022-04-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
2018,2022-04-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
2019,2022-04-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
2020,2022-04-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,13,1,Good,2108
2021,2022-04-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
2022,2022-04-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,27,1,Good,2108
2023,2022-04-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,46,1,Good,2108
2024,2022-04-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
2025,2022-04-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
2026,2022-04-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
2027,2022-04-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,46,1,Good,2108
2028,2022-04-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,22,1,Good,2108
2029,2022-04-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,47,1,Good,2108
2030,2022-04-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
2031,2022-04-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,26,1,Good,2108
2032,2022-04-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,12,1,Good,2108
2033,2022-04-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
2034,2022-04-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
2035,2022-04-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
2036,2022-04-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
2037,2022-04-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,14,1,Good,2108
2038,2022-04-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,47,1,Good,2108
2039,2022-04-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
2040,2022-04-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
2041,2022-04-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,19,1,Good,2108
2042,2022-04-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,46,1,Good,2108
2043,2022-04-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
2044,2022-04-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
2045,2022-04-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,22,1,Good,2108
2046,2022-04-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
2047,2022-04-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
2048,2022-04-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
2049,2022-04-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
2050,2022-04-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
2051,2022-04-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,18,1,Good,2108
2052,2022-04-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,43,1,Good,2108
2053,2022-04-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,14,1,Good,2108
2054,2022-04-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,42,1,Good,2108
2055,2022-04-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,17,1,Good,2108
2056,2022-04-30,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
2057,2022-04-30,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,18,1,Good,2108
1903,2022-05-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,46,1,Good,2108
1904,2022-05-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
1905,2022-05-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
1906,2022-05-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
1907,2022-05-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,19,1,Good,2108
1908,2022-05-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,18,1,Good,2108
1909,2022-05-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
1910,2022-05-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,46,1,Good,2108
1911,2022-05-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,22,1,Good,2108
1912,2022-05-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
1913,2022-05-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
1914,2022-05-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,43,1,Good,2108
1915,2022-05-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,31,1,Good,2108
1916,2022-05-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
1917,2022-05-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
1918,2022-05-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,48,1,Good,2108
1919,2022-05-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
1920,2022-05-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,48,1,Good,2108
1921,2022-05-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
1922,2022-05-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,37,1,Good,2108
1923,2022-05-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1924,2022-05-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
1925,2022-05-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,23,1,Good,2108
1926,2022-05-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
1927,2022-05-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
1928,2022-05-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
1929,2022-05-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
1930,2022-05-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
1931,2022-05-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,43,1,Good,2108
1932,2022-05-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
1933,2022-05-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,42,1,Good,2108
1934,2022-05-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,18,1,Good,2108
1935,2022-05-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,50,1,Good,2108
1936,2022-05-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
1937,2022-05-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
1938,2022-05-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
1939,2022-05-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
1940,2022-05-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
1941,2022-05-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,46,1,Good,2108
1942,2022-05-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,47,1,Good,2108
1943,2022-05-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,53,2,Moderate,2108
1944,2022-05-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1945,2022-05-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,17,1,Good,2108
1946,2022-05-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
1947,2022-05-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
1948,2022-05-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
1949,2022-05-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
1950,2022-05-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
1951,2022-05-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
