,DateObserved,HourObserved,LocalTimeZone,ReportingArea,StateCode,Latitude,Longitude,ParameterName,AQI,CategoryNumber,CategoryName,zipCode
3908,2020-01-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3909,2020-01-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
3910,2020-01-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
3911,2020-01-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,42,1,Good,2108
3912,2020-01-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,24,1,Good,2108
3913,2020-01-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,56,2,Moderate,2108
3914,2020-01-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,23,1,Good,2108
3915,2020-01-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,60,2,Moderate,2108
3916,2020-01-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
3917,2020-01-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,60,2,Moderate,2108
3918,2020-01-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
3919,2020-01-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
3920,2020-01-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,27,1,Good,2108
3921,2020-01-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
3922,2020-01-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,18,1,Good,2108
3923,2020-01-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
3924,2020-01-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3925,2020-01-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,14,1,Good,2108
3926,2020-01-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3927,2020-01-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
3928,2020-01-30,0,EST,Boston,MA,42.35657,-71.06516,OZONE,22,1,Good,2108
3929,2020-01-30,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,35,1,Good,2108
3930,2020-01-31,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3931,2020-01-31,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,45,1,Good,2108
3932,2020-02-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,21,1,Good,2108
3933,2020-02-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,48,1,Good,2108
3934,2020-02-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,22,1,Good,2108
3935,2020-02-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,54,2,Moderate,2108
3936,2020-02-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,21,1,Good,2108
3937,2020-02-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,45,1,Good,2108
3938,2020-02-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,12,1,Good,2108
3939,2020-02-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,50,1,Good,2108
3940,2020-02-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,24,1,Good,2108
3941,2020-02-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,36,1,Good,2108
3942,2020-02-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,21,1,Good,2108
3943,2020-02-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
3944,2020-02-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
3945,2020-02-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,15,1,Good,2108
3946,2020-02-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3947,2020-02-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
3948,2020-02-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
3949,2020-02-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,36,1,Good,2108
3950,2020-02-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
3951,2020-02-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,39,1,Good,2108
3952,2020-02-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,20,1,Good,2108
3953,2020-02-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,46,1,Good,2108
3954,2020-02-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3955,2020-02-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,38,1,Good,2108
3956,2020-02-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,20,1,Good,2108
3957,2020-02-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,39,1,Good,2108
3958,2020-02-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3959,2020-02-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,27,1,Good,2108
3960,2020-02-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3961,2020-02-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,34,1,Good,2108
3962,2020-02-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
3963,2020-02-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,42,1,Good,2108
3964,2020-02-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
3965,2020-02-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,43,1,Good,2108
3966,2020-02-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,28,1,Good,2108
3967,2020-02-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
3968,2020-02-19,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
3969,2020-02-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
3970,2020-02-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3971,2020-02-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
3972,2020-02-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
3973,2020-02-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
3974,2020-02-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
3975,2020-02-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,46,1,Good,2108
3976,2020-02-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
3977,2020-02-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,50,1,Good,2108
3978,2020-02-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,43,1,Good,2108
3979,2020-02-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,53,2,Moderate,2108
3980,2020-02-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,23,1,Good,2108
3981,2020-02-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,48,1,Good,2108
3982,2020-02-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
3983,2020-02-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,47,1,Good,2108
3984,2020-02-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
3985,2020-02-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,11,1,Good,2108
3986,2020-02-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
3987,2020-02-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
3988,2020-02-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
3989,2020-02-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
3990,2020-03-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3991,2020-03-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
3992,2020-03-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
3993,2020-03-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,45,1,Good,2108
3994,2020-03-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
3995,2020-03-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,47,1,Good,2108
3996,2020-03-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
3997,2020-03-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
3998,2020-03-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
3999,2020-03-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
4000,2020-03-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
4001,2020-03-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,48,1,Good,2108
4002,2020-03-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
4003,2020-03-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,21,1,Good,2108
4004,2020-03-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
4005,2020-03-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
4006,2020-03-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
4007,2020-03-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,41,1,Good,2108
4008,2020-03-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4009,2020-03-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,42,1,Good,2108
4010,2020-03-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
4011,2020-03-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
4012,2020-03-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
4013,2020-03-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
4014,2020-03-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
4015,2020-03-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,27,1,Good,2108
4016,2020-03-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
4017,2020-03-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
4018,2020-03-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,42,1,Good,2108
4019,2020-03-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4020,2020-03-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4021,2020-03-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
4022,2020-03-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,25,1,Good,2108
4023,2020-03-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
4024,2020-03-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4025,2020-03-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4026,2020-03-19,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
4027,2020-03-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
4028,2020-03-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
4029,2020-03-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
4030,2020-03-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
4031,2020-03-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4032,2020-03-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
4033,2020-03-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,31,1,Good,2108
4034,2020-03-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
4035,2020-03-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
4036,2020-03-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
4037,2020-03-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,17,1,Good,2108
4038,2020-03-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
4039,2020-03-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
4040,2020-03-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
4041,2020-03-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,34,1,Good,2108
4042,2020-03-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
4043,2020-03-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
4044,2020-03-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
4045,2020-03-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
4046,2020-03-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4047,2020-03-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
4048,2020-03-30,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
4049,2020-03-30,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,21,1,Good,2108
4050,2020-03-31,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4051,2020-03-31,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
4052,2020-04-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
4053,2020-04-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4054,2020-04-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,27,1,Good,2108
4055,2020-04-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,13,1,Good,2108
4056,2020-04-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
4057,2020-04-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,10,1,Good,2108
4058,2020-04-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
4059,2020-04-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,32,1,Good,2108
4060,2020-04-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
4061,2020-04-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,34,1,Good,2108
4062,2020-04-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4063,2020-04-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
4064,2020-04-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
4065,2020-04-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,24,1,Good,2108
4066,2020-04-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
4067,2020-04-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
4068,2020-04-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
4069,2020-04-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,21,1,Good,2108
4070,2020-04-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,30,1,Good,2108
4071,2020-04-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,11,1,Good,2108
4072,2020-04-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
4073,2020-04-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,17,1,Good,2108
4074,2020-04-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
4075,2020-04-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
4076,2020-04-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
4077,2020-04-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
4078,2020-04-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
4079,2020-04-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
4080,2020-04-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
4081,2020-04-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4082,2020-04-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
4083,2020-04-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
4084,2020-04-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,43,1,Good,2108
4085,2020-04-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,27,1,Good,2108
4086,2020-04-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
4087,2020-04-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4088,2020-04-19,0,EST,Boston,MA,42.35657,-71.06516,OZONE,51,2,Moderate,2108
4089,2020-04-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,38,1,Good,2108
4090,2020-04-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,35,1,Good,2108
4091,2020-04-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,22,1,Good,2108
4092,2020-04-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,43,1,Good,2108
4093,2020-04-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,27,1,Good,2108
4094,2020-04-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
4095,2020-04-22,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
4096,2020-04-23,0,EST,Boston,MA,42.35657,-71.06516,OZONE,45,1,Good,2108
4097,2020-04-23,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
4098,2020-04-24,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
4099,2020-04-24,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,46,1,Good,2108
4100,2020-04-25,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
4101,2020-04-25,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,45,1,Good,2108
4102,2020-04-26,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
4103,2020-04-26,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,34,1,Good,2108
4104,2020-04-27,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
4105,2020-04-27,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,16,1,Good,2108
4106,2020-04-28,0,EST,Boston,MA,42.35657,-71.06516,OZONE,38,1,Good,2108
4107,2020-04-28,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
4108,2020-04-29,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
4109,2020-04-29,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,31,1,Good,2108
4110,2020-04-30,0,EST,Boston,MA,42.35657,-71.06516,OZONE,33,1,Good,2108
4111,2020-04-30,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,35,1,Good,2108
3874,2020-05-01,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
3875,2020-05-01,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
3876,2020-05-02,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
3877,2020-05-02,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
3878,2020-05-03,0,EST,Boston,MA,42.35657,-71.06516,OZONE,49,1,Good,2108
3879,2020-05-03,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,39,1,Good,2108
3880,2020-05-04,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
3881,2020-05-04,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,13,1,Good,2108
3882,2020-05-05,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3883,2020-05-05,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,18,1,Good,2108
3884,2020-05-06,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3885,2020-05-06,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,23,1,Good,2108
3886,2020-05-07,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
3887,2020-05-07,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
3888,2020-05-08,0,EST,Boston,MA,42.35657,-71.06516,OZONE,37,1,Good,2108
3889,2020-05-08,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,25,1,Good,2108
3890,2020-05-09,0,EST,Boston,MA,42.35657,-71.06516,OZONE,29,1,Good,2108
3891,2020-05-09,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,19,1,Good,2108
3892,2020-05-10,0,EST,Boston,MA,42.35657,-71.06516,OZONE,40,1,Good,2108
3893,2020-05-10,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,28,1,Good,2108
3894,2020-05-11,0,EST,Boston,MA,42.35657,-71.06516,OZONE,41,1,Good,2108
3895,2020-05-11,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,38,1,Good,2108
3896,2020-05-12,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
3897,2020-05-12,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
3898,2020-05-13,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
3899,2020-05-13,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
3900,2020-05-14,0,EST,Boston,MA,42.35657,-71.06516,OZONE,48,1,Good,2108
3901,2020-05-14,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
3902,2020-05-15,0,EST,Boston,MA,42.35657,-71.06516,OZONE,49,1,Good,2108
3903,2020-05-15,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,44,1,Good,2108
3904,2020-05-16,0,EST,Boston,MA,42.35657,-71.06516,OZONE,36,1,Good,2108
3905,2020-05-16,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,20,1,Good,2108
3906,2020-05-17,0,EST,Boston,MA,42.35657,-71.06516,OZONE,39,1,Good,2108
3907,2020-05-17,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,30,1,Good,2108
3908,2020-05-18,0,EST,Boston,MA,42.35657,-71.06516,OZONE,31,1,Good,2108
3909,2020-05-18,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,34,1,Good,2108
3910,2020-05-19,0,EST,Boston,MA,42.35657,-71.06516,OZONE,32,1,Good,2108
3911,2020-05-19,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,33,1,Good,2108
3912,2020-05-20,0,EST,Boston,MA,42.35657,-71.06516,OZONE,34,1,Good,2108
3913,2020-05-20,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,29,1,Good,2108
3914,2020-05-21,0,EST,Boston,MA,42.35657,-71.06516,OZONE,44,1,Good,2108
3915,2020-05-21,0,EST,Boston,MA,42.35657,-71.06516,PM2.5,26,1,Good,2108
3916,2020-05-22,0,EST,Boston,MA,42.35657,-71.06516,OZONE,46,1,Good,2108
