ZipCode,AQI_OZONE,AQI_PM10,AQI_PM2.5,CategoryName_OZONE,CategoryName_PM10,CategoryName_PM2.5,Latitude,Longitude
2108,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.35657,-71.06516
2109,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.36498,-71.05277
2110,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.35797,-71.05189
2111,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.35067,-71.06054
2113,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.36526,-71.05524
2114,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.36337,-71.06686
2115,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.34046,-71.09481
2116,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.35105,-71.07638
2118,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.33806,-71.07057
2119,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.32405,-71.08522
2120,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.33212,-71.09654
2121,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.3057,-71.08693
2122,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.29427,-71.05185
2124,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.28583,-71.07114
2125,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.31578,-71.0562
2126,35.027517564402814,,,Good,,,42.27588,-71.0918
2127,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.33455,-71.03875
2128,32.30232558139535,14.156,29.433602771362587,Good,Good,Good,42.37324,-71.01616
2129,32.30232558139535,14.156,29.433602771362587,Good,Good,Good,42.37975,-71.06167
2130,32.28921282798834,14.156,33.4253986332574,Good,Good,Good,42.30823,-71.11515
2131,35.027517564402814,,,Good,,,42.28392,-71.12468
2132,35.027517564402814,,,Good,,,42.27931,-71.16072
2134,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.35855,-71.12931
2135,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.34989,-71.15417
2136,35.027517564402814,,,Good,,,42.25505,-71.12662
2151,32.30232558139535,14.156,29.433602771362587,Good,Good,Good,42.41887,-71.004
2163,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.36717,-71.12509
2199,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.34748,-71.08199
2203,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.36144,-71.05945
2210,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.34815,-71.03942
2215,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.34741,-71.10276
2467,32.30232558139535,14.156,33.43157296990346,Good,Good,Good,42.31725,-71.16096
