date,min,max,median,q1,q3,stdev,count
2022-07-16T00:00:00.000Z,6.8,12.9,9.2,8.55,9.85,1.082,101
2022-07-17T00:00:00.000Z,7.4,29.5,17.8,12.2,21.1,5.319,642
2022-07-18T00:00:00.000Z,9.1,42.6,18.1,13.5,23.25,5.699,636
2022-07-19T00:00:00.000Z,0.3,22,5.2,2.7,10.1,5.847,611
2022-07-20T00:00:00.000Z,10,35.4,19.89,18.4,23,3.871,657
2022-07-21T00:00:00.000Z,16,32.3,26,20.2,29.5,4.744,645
2022-07-22T00:00:00.000Z,10,26.6,16.64,13.7,20.9,4.211,648
2022-07-23T00:00:00.000Z,8,25.6,18.7,13.9,20.3,3.685,643
2022-07-24T00:00:00.000Z,6.5,31,16.5,13.5,21.35,5.231,636
2022-07-25T00:00:00.000Z,15.8,31.8,21.1,19,27.3,4.705,599
2022-07-26T00:00:00.000Z,1.5,27,3.9,3.1,5.5,2.504,618
2022-07-27T00:00:00.000Z,1.6,19.1,3.4,2.9,4.3,2.068,597
2022-07-28T00:00:00.000Z,6.2,25.2,10.9,8.6,17.5,5.153,621
2022-07-29T00:00:00.000Z,6.4,20.4,10.7,9,12.5,2.442,647
2022-07-30T00:00:00.000Z,0.7,19.9,5.3,2.1,15.1,6.22,633
2022-07-31T00:00:00.000Z,1.4,22.2,3.4,3,4,1.455,614
2022-08-01T00:00:00.000Z,3.7,11,6.4,5.6,7.1,1.16,560
2022-08-02T00:00:00.000Z,3.6,18.6,12.9,8.6,15,4.14,627
2022-08-03T00:00:00.000Z,2.5,27.2,6,4.59,8.8,3.497,647
2022-08-04T00:00:00.000Z,7.7,23.4,12.8,11.6,14.2,2.948,638
2022-08-05T00:00:00.000Z,4.3,26,17.9,10.5,21.3,5.744,641
2022-08-06T00:00:00.000Z,5.2,27,14.7,11.55,20.4,4.932,657
2022-08-07T00:00:00.000Z,3,42.9,8.2,7.2,9.8,3.063,640
2022-08-08T00:00:00.000Z,2.2,19,6.3,4.9,9.3,2.47,628
2022-08-09T00:00:00.000Z,3,17.4,8.5,5.8,12.7,3.934,650
2022-08-10T00:00:00.000Z,2.6,21.2,5.4,4.7,6.6,3.389,614
2022-08-11T00:00:00.000Z,3.2,28.8,11.5,7.6,13.3,3.741,653
2022-08-12T00:00:00.000Z,1.6,19.1,5.7,4.8,8.94,3.575,613
2022-08-13T00:00:00.000Z,1.5,33.4,3,2.6,4,2.787,640
2022-08-14T00:00:00.000Z,1.4,34.4,4.1,3.05,6.3,3.339,637
2022-08-15T00:00:00.000Z,2.4,20.1,5.35,4.3,7.5,2.196,644
2022-08-16T00:00:00.000Z,2.2,42.7,5.9,5.2,6.9,3.366,627
2022-08-17T00:00:00.000Z,4.3,44.9,9.3,7.9,11.3,4.873,618
2022-08-18T00:00:00.000Z,2.9,15.6,6.1,4.4,7.5,1.965,626
2022-08-19T00:00:00.000Z,6.3,16.3,9.8,8.9,10.6,1.492,648
2022-08-20T00:00:00.000Z,12.9,46.4,15.8,14.8,19.9,4.213,651
2022-08-21T00:00:00.000Z,7.6,27.5,16.7,10.6,19.8,5.096,633
2022-08-22T00:00:00.000Z,8.4,23.8,14.3,11.8,16.6,3.315,660
2022-08-23T00:00:00.000Z,0.8,30.6,5.4,3.9,8.6,4.219,635
2022-08-24T00:00:00.000Z,3.3,31.5,7.2,5,11.2,5.12,625
2022-08-25T00:00:00.000Z,6.4,25.3,12.3,9.6,16.3,4.046,615
2022-08-26T00:00:00.000Z,2.8,31.3,15.9,14.1,17.9,3.829,658
2022-08-27T00:00:00.000Z,9.2,22.8,14,12.2,15.9,2.318,628
2022-08-28T00:00:00.000Z,5.3,26.2,8.9,7.1,13.1,3.403,647
2022-08-29T00:00:00.000Z,3.4,22.9,11.5,5.2,15.9,5.233,619
2022-08-30T00:00:00.000Z,1.6,19.3,15.2,12.2,16.8,4.245,644
2022-08-31T00:00:00.000Z,0.5,24.4,3,1.7,6,3.132,635
2022-09-01T00:00:00.000Z,0.9,14.5,4.4,3,5.6,2.033,611
2022-09-02T00:00:00.000Z,0,35.1,1.7,0.9,2.6,2.418,571
2022-09-03T00:00:00.000Z,0.9,22,3,2.2,4.5,2.337,624
2022-09-04T00:00:00.000Z,1.2,51.3,3.1,2.2,7.8,4.523,599
2022-09-05T00:00:00.000Z,2.7,38.2,5.9,5.3,8,2.704,641
2022-09-06T00:00:00.000Z,2,22.7,4.5,3.6,5.5,2.286,609
2022-09-07T00:00:00.000Z,1,31.9,4.4,2.7,5.4,2.527,582
2022-09-08T00:00:00.000Z,1.1,20.4,3.8,2.8,4.5,1.854,615
2022-09-09T00:00:00.000Z,3.2,47.9,5.7,4.4,7.2,4,618
2022-09-10T00:00:00.000Z,8.5,255.2,12.5,11.5,14.9,12.51,605
2022-09-11T00:00:00.000Z,10.9,42,18.7,16.3,20.6,3.672,624
2022-09-12T00:00:00.000Z,2.8,13.4,7.5,5.6,8.9,2.14,564
2022-09-13T00:00:00.000Z,2.3,31.7,9.4,8.3,10.7,2.895,617
2022-09-14T00:00:00.000Z,1.3,25.8,5.4,3.2,8.7,3.443,623
2022-09-15T00:00:00.000Z,0.1,19.1,4,0.8,14.9,6.624,597
2022-09-16T00:00:00.000Z,0.2,16.4,1,0.7,1.5,1.706,597
2022-09-17T00:00:00.000Z,0.4,21.5,2,1.5,3,2.704,590
2022-09-18T00:00:00.000Z,2.6,36.1,7.6,4.4,20.4,8.05,624
2022-09-19T00:00:00.000Z,2.8,24.4,12.8,5.95,19.9,6.827,637
2022-09-20T00:00:00.000Z,0,27.8,4.2,1.6,10.6,5.707,624
2022-09-21T00:00:00.000Z,0.7,112.7,4.6,2.4,6.4,9.334,623
2022-09-22T00:00:00.000Z,1.3,19.9,4.8,3.35,10.3,4.73,616
2022-09-23T00:00:00.000Z,0,7.6,0.6,0.2,1.4,1.657,517
2022-09-24T00:00:00.000Z,0.2,28.3,0.8,0.6,2,2.905,598
2022-09-25T00:00:00.000Z,2.7,82,5.1,4.59,6.1,7.065,641
2022-09-26T00:00:00.000Z,1.5,16.2,6.8,5.2,7.6,2.059,612
2022-09-27T00:00:00.000Z,1.1,44.9,6.4,3.8,8.4,3.653,604
2022-09-28T00:00:00.000Z,0.5,12.8,2.9,1.7,3.4,1.298,617
2022-09-29T00:00:00.000Z,1,24.6,2.7,2.2,3.7,2.801,635
2022-09-30T00:00:00.000Z,2.1,23.6,3.8,3.2,4.7,2.852,644
2022-10-01T00:00:00.000Z,2.2,34.9,7.6,6.5,9.75,4.035,649
2022-10-02T00:00:00.000Z,0.2,15.3,3,1.2,4.8,2.84,622
2022-10-03T00:00:00.000Z,0,5.4,0.8,0.4,1.25,0.586,588
2022-10-04T00:00:00.000Z,0.1,27.8,1.5,0.8,2.4,1.668,613
2022-10-05T00:00:00.000Z,0.5,12.1,2.1,1.6,2.9,1.435,634
2022-10-06T00:00:00.000Z,0.3,38.8,3.3,2.3,4.84,5.126,613
2022-10-07T00:00:00.000Z,4.8,21.7,7.2,6.6,8.4,1.972,635
2022-10-08T00:00:00.000Z,0,22.8,1.8,1,3.3,3.933,613
2022-10-09T00:00:00.000Z,1.8,9.8,3.2,2.8,3.7,1.142,607
2022-10-10T00:00:00.000Z,3.5,16.1,8.1,6.5,10.19,2.419,637
2022-10-11T00:00:00.000Z,1.8,24.4,11.25,4.4,16.2,5.594,612
